"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"12","Kentuckiana","200676-G01","200676","BIG HILL","MAIN OFFICE MODULAR","10050 BATTLEFIELD MEMORIAL HWY","MADISON","BIGHILL","KY","40405-9998","Active","Owned","1354958","X14341","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","8/1/1999","690","15,000"," 0/1"
"13","Kentuckiana","200680-G01","200680","BIG LAUREL","MAIN OFFICE MODULAR","12564 E HIGHWAY 221","HARLAN","BIG LAUREL","KY","40808-9998","Active","Owned","1354917","X14335","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","","680","0",""
"14","Kentuckiana","200700-G01","200700","BIMBLE","MAIN OFFICE","187 KY 1304","KNOX","BIMBLE","KY","40915-9998","Active","Owned","1354975","X14342","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","2/1/1988","928","28,202"," 0/1"
"15","Kentuckiana","200896-G02","200896","BOWLING GREEN","MAIN OFFICE","311 E 11TH AVE","WARREN","BOWLING GREEN","KY","42101-9998","Active","Owned","1355540","X14399","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","8/1/1972","35,742","103,700"," 1/3"
"16","Kentuckiana","200896-G02","200896","BOWLING GREEN","MAIN OFFICE","311 E 11TH AVE","WARREN","BOWLING GREEN","KY","42101-9998","Active","Owned","1443221","7357","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","8/1/1972","35,742","103,700"," 1/3"
"17","Kentuckiana","200906-G01","200906","BOWLING GREEN","P&DC","5300 SCOTTSVILLE RD","WARREN","BOWLING GREEN","KY","42104-9998","Active","Owned","1436742","X1C178","Post Office","Station","USPS Building, Const. by USPS","Federal Land, Not GSA","USPS","Yes","8/1/1990","92,936","587,355"," 1/6"
"18","Kentuckiana","200906-G01","200906","BOWLING GREEN","P&DC","5300 SCOTTSVILLE RD","WARREN","BOWLING GREEN","KY","42104-9998","Active","Owned","1441223","X14398","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","Federal Land, Not GSA","USPS","Yes","8/1/1990","92,936","587,355"," 1/6"
"19","Kentuckiana","200906-G01","200906","BOWLING GREEN","P&DC","5300 SCOTTSVILLE RD","WARREN","BOWLING GREEN","KY","42104-9998","Active","Owned","1473603","17623","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","Federal Land, Not GSA","USPS","Yes","8/1/1990","92,936","587,355"," 1/6"
"20","Kentuckiana","200928-G01","200928","BRANDENBURG","MAIN OFFICE","636 HIGH ST","MEADE","BRANDENBURG","KY","40108-9998","Active","Owned","1355680","X14410","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","10/1/1990","5,500","44,403"," 1/8"
"21","Kentuckiana","200968-G01","200968","BRODHEAD","MAIN OFFICE","170 W MAIN ST","ROCKCASTLE","BRODHEAD","KY","40409-9998","Active","Owned","1355963","X14424","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","2/1/1986","2,147","12,690"," 1/6"
"22","Kentuckiana","200980-G01","200980","BROOKS","MAIN OFFICE","3025 CORAL RIDGE RD","BULLITT","BROOKS","KY","40109-9998","Active","Owned","1356038","X14429","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","10/1/1987","1,168","45,000"," 0/1"
"23","Kentuckiana","201032-G01","201032","BRYANTSVILLE","MAIN OFFICE","302 BRYANTSVILLE RD","GARRARD","BRYANTSVILLE","KY","40410-9998","Active","Owned","1356181","X14448","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","No","9/1/2004","700","43,560"," 0/1"
"24","Kentuckiana","201192-G01","201192","CALHOUN","MAIN OFFICE","310 W 2ND ST","MCLEAN","CALHOUN","KY","42327-9998","Active","Owned","1356627","X14489","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","7/1/1990","2,960","21,053"," 1/7"
"25","Kentuckiana","201216-G02","201216","CAMPBELLSVILLE","MAIN OFFICE","1410 E BROADWAY ST","TAYLOR","CAMPBELLSVILLE","KY","42718-9998","Active","Owned","1356799","X14503","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1999","16,094","17,780"," 8/9"
"26","Kentuckiana","201224-G01","201224","CAMPTON","MAIN OFFICE","175 MOUNTAIN PARKWAY SPUR","WOLFE","CAMPTON","KY","41301-9997","Active","Owned","1356812","X14506","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/2000","15,666","223,070"," 0/1"
"27","Kentuckiana","201224-G01","201224","CAMPTON","MAIN OFFICE","175 MOUNTAIN PARKWAY SPUR","WOLFE","CAMPTON","KY","41301-9997","Active","Owned","1441224","X14505","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/2000","15,666","223,070"," 0/1"
"28","Kentuckiana","201288-G01","201288","CARLISLE","MAIN OFFICE","231 W MAIN ST","NICHOLAS","CARLISLE","KY","40311-9998","Active","Owned","1357027","X14524","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1941","4,052","19,312"," 1/5"
"29","Ohio Valley","201304-G01","201304","CARROLLTON","MAIN OFFICE","520 HIGHLAND AVE","CARROLL","CARROLLTON","KY","41008-9998","Active","Owned","1357119","X14530","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1901","7,074","24,416"," 2/7"
"30","Kentuckiana","201356-G01","201356","CAVE CITY","MAIN OFFICE","309 BROADWAY ST","BARREN","CAVE CITY","KY","42127-9998","Active","Owned","1357314","X14547","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","9/1/1964","2,492","16,181"," 1/7"
"31","Kentuckiana","201384-G01","201384","CENTRAL CITY","MAIN OFFICE","201 W BROAD ST","MUHLENBERG","CENTRAL CITY","KY","42330-9998","Active","Owned","1357509","X14565","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","10,635","40,446"," 1/4"
"32","Kentuckiana","201404-G01","201404","CHAPLIN","MAIN OFFICE","24 OLD TUNNELL MILL RD","NELSON","CHAPLIN","KY","40012-9998","Active","Owned","1436263","X14575","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","8/1/1968","864","4,644"," 1/5"
"33","Ohio Valley","381609-G12","381609","CINCINNATI","AIR MAIL CENTER","76 CLAY DR","HAMILTON","HEBRON","KY","41048-9900","Active","Owned","1436907","X20030","Post Office","Branch","USPS Building, Const. by USPS","Land Data on separate record","USPS","Yes","9/1/2000","45,012","0",""
"34","Kentuckiana","201540-G02","201540","CLINTON","MAIN OFFICE","304 S WASHINGTON ST","HICKMAN","CLINTON","KY","42031-9998","Active","Owned","1358414","X14618","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/1966","10,848","18,088"," 3/5"
"35","Kentuckiana","201552-G01","201552","CLOSPLINT","MAIN OFFICE MODULAR","17857 HIGHWAY 38","HARLAN","CLOSPLINT","KY","40927-9998","Active","Owned","1358442","X14620","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1988","600","23,920"," 0/1"
"36","Kentuckiana","201608-G01","201608","COLDIRON","MAIN OFFICE","329 HIGHWAY 2007","HARLAN","COLDIRON","KY","40819-9998","Active","Owned","1358605","X14639","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","1/1/1988","928","10,600"," 0/1"
"37","Kentuckiana","201648-G02","201648","COLUMBIA","MAIN OFFICE","800 BURKESVILLE ST","ADAIR","COLUMBIA","KY","42728-9998","Active","Owned","1358779","X14652","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/2000","14,610","265,260"," 0/1"
"38","Ohio Valley","201764-G02","201765","COVINGTON","DIXIE BRANCH","123 BUTTERMILK PIKE","KENTON","LAKESIDE PARK","KY","41017-9998","Active","Owned","1436274","X14812","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1979","16,049","158,602"," 1/9"
"39","Ohio Valley","201764-G03","201764","COVINGTON","LUDLOW BRANCH","640 ELM ST","KENTON","LUDLOW","KY","41016-9998","Active","Owned","1436305","X15653","Post Office","Branch","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","8/1/1941","2,641","29,795"," 0/1"
"40","Ohio Valley","201764-G01","201764","COVINGTON","MAIN OFFICE","700 SCOTT ST STE 200","KENTON","COVINGTON","KY","41011-2493","Active","Owned","1359465","X14687","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","8/1/1941","61,554","60,112","1    "
"41","Ohio Valley","201764-G01","201764","COVINGTON","MAIN OFFICE","700 SCOTT ST STE 200","KENTON","COVINGTON","KY","41011-2493","Active","Owned","1449339","11636","Administrative Office","Office of the Inspector General Office (OIG)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","8/1/1941","61,554","60,112","1    "
"42","Kentuckiana","201912-G01","201912","CUMBERLAND","MAIN OFFICE","1312 E MAIN ST","HARLAN","CUMBERLAND","KY","40823-9998","Active","Owned","1360024","X14730","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1966","4,512","18,095"," 1/4"
"43","Ohio Valley","201948-G02","201948","CYNTHIANA","MAIN OFFICE","108 LADISH RD","HARRISON","CYNTHIANA","KY","41031-9998","Active","Owned","1360113","X14746","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1991","13,374","131,902"," 1/9"
"44","Kentuckiana","202000-G01","202000","DANVILLE","MAIN OFFICE","200 E MAIN ST","BOYLE","DANVILLE","KY","40422-9998","Active","Owned","1360291","X14756","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/2001","15,910","131,116"," 1/8"
"45","Ohio Valley","202104-G02","202104","DEMOSSVILLE","MAIN OFFICE","7451 KY HIGHWAY 17 N","PENDLETON","DE MOSSVILLE","KY","41033-9998","Active","Owned","1360431","X14771","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","","914","47,737"," 0/1"
"46","Kentuckiana","202416-G01","202416","EKRON","MAIN OFFICE","276 REESE AVE","MEADE","EKRON","KY","40117-9998","Active","Owned","1362166","X14897","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","10/1/1990","1,212","28,012"," 0/1"
"47","Kentuckiana","202440-G01","202440","ELIZABETHTOWN","MAIN OFFICE","2934 DOLPHIN DR","HARDIN","ELIZABETHTOWN","KY","42701-9996","Active","Owned","1362287","X14905","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1998","30,447","271,447"," 1/9"
"48","Kentuckiana","202440-G01","202440","ELIZABETHTOWN","MAIN OFFICE","2934 DOLPHIN DR","HARDIN","ELIZABETHTOWN","KY","42701-9996","Active","Owned","1473604","17624","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1998","30,447","271,447"," 1/9"
"49","Kentuckiana","202641-G01","202641","FAIRDALE","MAIN OFFICE","411 MOUNT HOLLY RD","JEFFERSON","FAIRDALE","KY","40118-9998","Active","Owned","1362964","X14957","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","3/1/1990","3,329","28,529"," 1/9"
"50","Kentuckiana","202644-G01","202644","FAIRFIELD","MAIN OFFICE MODULAR","104 LITTLE UNION RD","NELSON","FAIRFIELD","KY","40020-9998","Active","Owned","1362993","X14959","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","USPS Land, Not Prev. Leased","USPS","No","5/1/1989","600","15,625"," 0/1"
"51","Ohio Valley","202672-G01","202672","FALMOUTH","MAIN OFFICE","201 W SHELBY ST","PENDLETON","FALMOUTH","KY","41040-9998","Active","Owned","1363102","X14970","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1993","8,140","12,865"," 5/8"
"52","Kentuckiana","202696-G01","202696","FARMINGTON","MAIN OFFICE","8406 STATE ROUTE 121 S","GRAVES","FARMINGTON","KY","42040-9998","Active","Owned","1363182","X14978","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","5/1/1962","1,230","6,090"," 1/5"
"53","Ohio Valley","202808-G01","202808","FLEMINGSBURG","MAIN OFFICE","131 E WATER ST","FLEMING","FLEMINGSBURG","KY","41041-9998","Active","Owned","1363510","X15014","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","5/1/1941","4,869","27,945"," 1/6"
"54","Kentuckiana","202920-G01","202920","FRANKFORT","MAIN OFFICE","1210 WILKINSON BLVD","MARSHALL","FRANKFORT","KY","40601-9998","Active","Owned","1363988","X15049","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1999","30,447","271,447"," 1/9"
"55","Kentuckiana","202924-G02","202924","FRANKLIN","MAIN OFFICE","619 N MAIN ST","SIMPSON","FRANKLIN","KY","42134-9998","Active","Owned","1364015","X15050","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1985","6,944","57,000"," 1/8"
"56","Kentuckiana","203088-G03","203088","GEORGETOWN","MAIN OFFICE","101 N BRADFORD LN","SCOTT","GEORGETOWN","KY","40324-9998","Active","Owned","1364658","X15111","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1998","18,358","204,402"," 0/1"
"57","Ohio Valley","203092-G01","419904","GERMANTOWN","MAIN OFFICE","6362 BROOKSVILLE GERMANTOWN RD","BRACKEN","GERMANTOWN","KY","41044-9998","Active","Owned","1364697","X15112","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","12/1/2000","864","20,000"," 0/1"
"58","Kentuckiana","203152-G02","203152","GLASGOW","MAIN OFFICE","201 COLUMBIA AVE","BARREN","GLASGOW","KY","42141-9998","Active","Owned","1364855","X15131","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/1998","9,568","48,800"," 1/5"
"59","Kentuckiana","203364-G01","203364","GREENVILLE","MAIN OFFICE","102 COURT ST","MUHLENBERG","GREENVILLE","KY","42345-9998","Active","Owned","1365666","X15191","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","4/1/1938","5,142","17,600"," 2/7"
"60","Kentuckiana","203532-G01","203532","HARDINSBURG","MAIN OFFICE","234 S MAIN ST","BRECKINRIDGE","HARDINSBURG","KY","40143-9998","Active","Owned","1366221","X15247","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1941","7,508","15,233"," 1/2"
"61","Kentuckiana","203560-G02","203560","HARLAN","MAIN OFFICE","111 N 1ST ST","HARLAN","HARLAN","KY","40831-9998","Active","Owned","1366242","X15252","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1932","11,132","25,600"," 3/7"
"62","Kentuckiana","203580-G01","203580","HARRODSBURG","MAIN OFFICE","105 N MAIN ST","MERCER","HARRODSBURG","KY","40330-9998","Active","Owned","1366346","X15260","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","4/1/1932","8,965","30,938"," 2/7"
"63","Kentuckiana","203616-G02","203616","HAZARD","MAIN OFFICE","201 BLACK GOLD BLVD","PERRY","HAZARD","KY","41701-9997","Active","Owned","1366571","X15275","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1988","36,189","164,000"," 2/9"
"64","Kentuckiana","203616-G02","203616","HAZARD","MAIN OFFICE","201 BLACK GOLD BLVD","PERRY","HAZARD","KY","41701-9997","Active","Owned","1473605","17625","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1988","36,189","164,000"," 2/9"
"65","Kentuckiana","203676-G04","203676","HENDERSON","MAIN OFFICE","100 1ST ST","HENDERSON","HENDERSON","KY","42420-9998","Active","Owned","1366715","X15293","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/1961","10,864","39,272"," 2/7"
"66","Kentuckiana","203708-G01","203708","HICKMAN","MAIN OFFICE","201 JACKSON ST","FULTON","HICKMAN","KY","42050-9998","Active","Owned","1366867","X15305","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1939","6,521","13,068"," 1/2"
"67","Kentuckiana","203712-G01","203712","HICKORY","MAIN OFFICE","1976 STATE ROUTE 1241","GRAVES","HICKORY","KY","42051-9998","Active","Owned","1366875","X15306","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","11/1/1960","1,404","23,500"," 0/1"
"68","Kentuckiana","203792-G01","203792","HODGENVILLE","MAIN OFFICE","102 S WALTERS AVE","CARROLL","HODGENVILLE","KY","42748-9998","Active","Owned","1367138","X15338","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","5/1/1937","6,011","16,560"," 3/8"
"69","Kentuckiana","203852-G01","203852","HOPKINSVILLE","MAIN OFFICE","105 S MAIN ST","CHRISTIAN","HOPKINSVILLE","KY","42240-9998","Active","Owned","1367399","X15355","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","2/1/1977","14,532","66,195"," 2/9"
"70","Ohio Valley","203960-G01","203960","INDEPENDENCE","MAIN OFFICE","5106 MADISON PIKE","KENTON","INDEPENDENCE","KY","41051-9998","Active","Owned","1367889","X15385","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1990","8,187","32,672"," 1/4"
"71","Kentuckiana","203972-G02","203972","INEZ","MAIN OFFICE","33 PARK PL","MARTIN","INEZ","KY","41224-9998","Active","Owned","1367937","X15389","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","6/1/1991","4,805","33,348"," 1/7"
"72","Kentuckiana","204000-G01","204000","IRVINE","MAIN OFFICE","230 MAIN ST","ESTILL","IRVINE","KY","40336-9998","Active","Owned","1368056","X15398","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1938","4,981","32,208"," 1/7"
"73","Kentuckiana","204052-G02","204052","JACKSON","MAIN OFFICE","790 HIGHWAY 15 N","BREATHITT","JACKSON","KY","41339-9998","Active","Owned","1368189","X15413","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","3/1/1987","4,704","27,000"," 1/6"
"74","Kentuckiana","204064-G01","204064","JAMESTOWN","MAIN OFFICE","66 FAIR OAKS DR","RUSSELL","JAMESTOWN","KY","42629-9998","Active","Owned","1368270","X15416","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","2/1/1991","4,313","25,155"," 1/6"
"75","Kentuckiana","204092-G01","204092","JENKINS","MAIN OFFICE","9382 HIGHWAY 805 STE A","LETCHER","JENKINS","KY","41537-9998","Active","Owned","1368380","X15424","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1941","4,832","24,650"," 1/5"
"76","Kentuckiana","204432-G01","204432","LANCASTER","MAIN OFFICE","107 DANVILLE ST","GARRARD","LANCASTER","KY","40444-9998","Active","Owned","1369786","X15522","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","3/1/1919","3,820","26,746"," 1/7"
"77","Kentuckiana","204468-G03","204468","LAWRENCEBURG","MAIN OFFICE","1269 FOX CREEK RD","ANDERSON","LAWRENCEBURG","KY","40342-9998","Active","Owned","1369994","X15533","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1999","19,206","191,844"," 1/9"
"78","Kentuckiana","204492-G01","204492","LEBANON","MAIN OFFICE","101 E MAIN ST","MARION","LEBANON","KY","40033-9998","Active","Owned","1370062","X15541","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1913","7,074","15,750"," 4/9"
"79","Kentuckiana","204496-G01","204496","LEBANON JUNCTION","MAIN OFFICE","11716 S PRESTON HWY","BULLITT","LEBANON JUNCTION","KY","40150-9998","Active","Owned","1370061","X15543","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","3/1/1988","3,584","39,234"," 0/1"
"80","Kentuckiana","204600-G10","204605","LEXINGTON","BEAUMONT STATION ","1025 MAJESTIC DR","FAYETTE","LEXINGTON","KY","40513-9998","Active","Owned","1354348","1233","Post Office","Station","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","3/1/2000","25,767","283,140"," 0/1"
"81","Kentuckiana","204601-G04","204601","LEXINGTON","P & DC","1088 NANDINO BLVD","FAYETTE","LEXINGTON","KY","40511-9995","Active","Owned","1370366","X15574","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1973","224,046","809,066"," 2/7"
"82","Kentuckiana","204601-G04","204601","LEXINGTON","P & DC","1088 NANDINO BLVD","FAYETTE","LEXINGTON","KY","40511-9995","Active","Owned","1436822","X1C677","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1973","224,046","809,066"," 2/7"
"83","Kentuckiana","204601-G04","204601","LEXINGTON","P & DC","1088 NANDINO BLVD","FAYETTE","LEXINGTON","KY","40511-9995","Active","Owned","1441227","X15573","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1973","224,046","809,066"," 2/7"
"84","Kentuckiana","204750-G01","204750","LONDON","MAIN OFFICE","1760 HIGHWAY 192 W","LAUREL","LONDON","KY","40741-9998","Active","Owned","1370826","X15624","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1990","56,854","462,659"," 1/8"
"85","Kentuckiana","204750-G01","204750","LONDON","MAIN OFFICE","1760 HIGHWAY 192 W","LAUREL","LONDON","KY","40741-9998","Active","Owned","1473606","17626","Post Office","Service Hub Facility (SHF)","USPS Building, Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1990","56,854","462,659"," 1/8"
"86","Kentuckiana","204768-G01","204768","LORETTO","MAIN OFFICE","4800 HIGHWAY 52","MARION","LORETTO","KY","40037-9998","Active","Owned","1370947","X15633","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","6/1/1960","1,460","3,697"," 2/5"
