"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"13","Greater Indiana","170550-G01","170550","BERNE","MAIN OFFICE","215 W MAIN ST","ADAMS","BERNE","IN","46711-9998","Active","Owned","1354759","X11574","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1938","5,220","62,814"," 0/1"
"14","Kentuckiana","170561-G01","170561","BETHLEHEM","MAIN OFFICE MODULAR","101 2ND ST","CLARK","BETHLEHEM","IN","47104-9998","Active","Owned","1354833","X11576","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","8/1/2001","700","0",""
"15","Greater Indiana","170638-G01","170638","BLOOMFIELD","MAIN OFFICE","55 N WASHINGTON ST","GREENE","BLOOMFIELD","IN","47424-9998","Active","Owned","1355181","X11597","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1939","7,386","24,485"," 2/7"
"16","Greater Indiana","170638-G01","170638","BLOOMFIELD","MAIN OFFICE","55 N WASHINGTON ST","GREENE","BLOOMFIELD","IN","47424-9998","Active","Owned","1458578","15628","Post Office","Village Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1939","7,386","24,485"," 2/7"
"17","Greater Indiana","170660-G02","170660","BLOOMINGTON","DDC/MPA","4738 W VERNAL PIKE","MONROE","BLOOMINGTON","IN","47404-9997","Active","Owned","1452325","13525","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1999","37,020","527,947"," 0/1"
"18","Greater Indiana","170660-G02","170660","BLOOMINGTON","DDC/MPA","4738 W VERNAL PIKE","MONROE","BLOOMINGTON","IN","47404-9997","Active","Owned","1473438","17522","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1999","37,020","527,947"," 0/1"
"19","Greater Indiana","170660-G01","170661","BLOOMINGTON","WOODBRIDGE STATION","3210 E 10TH ST","MONROE","BLOOMINGTON","IN","47408-9990","Active","Owned","1436246","X14108","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1988","26,328","235,088"," 1/9"
"20","Greater Indiana","170682-G01","170682","BLUFFTON","MAIN OFFICE","205 S MAIN ST","WELLS","BLUFFTON","IN","46714-9998","Active","Owned","1355289","X11612","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","7/1/1925","9,507","14,287"," 2/3"
"21","Greater Indiana","170693-G01","170693","BOGGSTOWN","MAIN OFFICE MODULAR","6951 W LYNN LN","SHELBY","BOGGSTOWN","IN","46110-9998","Active","Owned","1355332","X11615","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","2/1/1998","915","0",""
"22","Kentuckiana","170715-G01","170715","BOONVILLE","MAIN OFFICE","214 W LOCUST ST","WARRICK","BOONVILLE","IN","47601-9998","Active","Owned","1355438","X11624","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","2/1/1941","10,887","25,393"," 3/7"
"23","Greater Indiana","170803-G02","170803","BRAZIL","MAIN OFFICE","227 W NATIONAL AVE","CLAY","BRAZIL","IN","47834-9998","Active","Owned","1355727","X11650","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1977","6,695","43,808"," 1/7"
"24","Ohio Valley","170935-G01","170935","BROOKVILLE","MAIN OFFICE","1019 MAIN ST","FRANKLIN","BROOKVILLE","IN","47012-9998","Active","Owned","1356056","X11687","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","2/1/1963","4,072","14,579"," 2/7"
"25","Greater Indiana","170946-G02","170946","BROWNSBURG","MAIN OFFICE","411 E NORTHFIELD DR","HENDRICKS","BROWNSBURG","IN","46112-9998","Active","Owned","1356088","X11695","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Transferred","USPS","Yes","10/1/1997","16,980","146,677"," 1/9"
"26","Greater Indiana","170957-G01","170957","BROWNSTOWN","MAIN OFFICE","201 S SUGAR ST","JACKSON","BROWNSTOWN","IN","47220-9998","Active","Owned","1356091","X11696","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","8/1/1967","2,614","214,650"," 0/1"
"27","Greater Indiana","171023-G01","171023","BUFFALO","MAIN OFFICE","104 S MIDDLE ST","WHITE","BUFFALO","IN","47925-9998","Active","Owned","1356288","X11722","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","No","9/1/1996","915","0",""
"28","Greater Indiana","171155-G01","171155","CAMBRIDGE CITY","MAIN OFFICE","227 W MAIN ST","WAYNE","CAMBRIDGE CITY","IN","47327-9998","Active","Owned","1356704","X11763","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","12/1/1941","7,302","15,100"," 1/2"
"29","Greater Indiana","171166-G01","171166","CAMBY","MAIN OFFICE","8255 CAMBY RD","MARION","CAMBY","IN","46113-9998","Active","Owned","1356720","X11766","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1988","2,322","19,043"," 1/8"
"30","Greater Indiana","171276-G01","171276","CARMEL","MAIN OFFICE","275 MEDICAL DR","HAMILTON","CARMEL","IN","46032-9998","Active","Owned","1357057","X11782","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1983","32,974","254,787"," 1/8"
"31","Kentuckiana","171463-G01","171463","CHANDLER","MAIN OFFICE","211 W LINCOLN AVE","WARRICK","CHANDLER","IN","47610-9998","Active","Owned","1357623","X11831","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","4/1/1992","5,172","37,428"," 1/7"
"32","Kentuckiana","171474-G01","171474","CHARLESTOWN","MAIN OFFICE","361 MAIN CROSS ST","CLARK","CHARLESTOWN","IN","47111-9998","Active","Owned","1357685","X11833","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","11/1/1967","3,528","14,758"," 1/4"
"33","Greater Indiana","171507-G01","171507","CHESTERTON","MAIN OFFICE","1070 S CALUMET RD","PORTER","CHESTERTON","IN","46304-9998","Active","Owned","1357873","X11839","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Land Banking","USPS","Yes","12/1/1998","20,679","205,514"," 1/9"
"34","Greater Indiana","171661-G01","171661","CLINTON","MAIN OFFICE","405 VINE ST","VERMILLION","CLINTON","IN","47842-9998","Active","Owned","1358420","X11879","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1925","7,476","21,101"," 3/8"
"35","Greater Indiana","171705-G01","171705","COALMONT","MAIN OFFICE MODULAR","13402 S STATE RD 159","CLAY","COALMONT","IN","47845-9998","Active","Owned","1436174","X11891","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","","1,350","0",""
"36","Greater Indiana","171771-G01","171771","COLUMBIA CITY","MAIN OFFICE","115 N CHAUNCEY ST","WHITLEY","COLUMBIA CITY","IN","46725-9998","Active","Owned","1358768","X11913","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1936","8,934","11,175"," 4/5"
"37","Greater Indiana","171771-G01","171771","COLUMBIA CITY","MAIN OFFICE","115 N CHAUNCEY ST","WHITLEY","COLUMBIA CITY","IN","46725-9998","Active","Owned","1458579","15629","Post Office","Village Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1936","8,934","11,175"," 4/5"
"38","Greater Indiana","171782-G04","171782","COLUMBUS","MAIN OFFICE","450 JACKSON ST","BARTHOLOMEW","COLUMBUS","IN","47201-9998","Active","Owned","1358819","X11921","Post Office","Main Post Office","USPS Building, Prev. Leased","Land Data on separate record","USPS","Yes","6/1/1970","34,064","102,070"," 1/3"
"39","Greater Indiana","171782-G04","171782","COLUMBUS","MAIN OFFICE","450 JACKSON ST","BARTHOLOMEW","COLUMBUS","IN","47201-9998","Active","Owned","1472120","17394","Post Office","Service Hub Facility (SHF)","USPS Building, Prev. Leased","Land Data on separate record","USPS","Yes","6/1/1970","34,064","102,070"," 1/3"
"40","Greater Indiana","171804-G01","171804","CONNERSVILLE","MAIN OFFICE","801 N CENTRAL AVE","FAYETTE","CONNERSVILLE","IN","47331-9998","Active","Owned","1358947","X11928","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1911","15,950","23,018"," 5/7"
"41","Kentuckiana","171859-G01","171859","CORYDON","MAIN OFFICE","245 W HIGHWAY 62","HARRISON","CORYDON","IN","47112-9998","Active","Owned","1359347","X11941","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1990","10,256","74,662"," 1/7"
"42","Greater Indiana","171914-G01","171914","CRANE","MAIN OFFICE","100 BLANDY ST","MARTIN","CRANE","IN","47522-9998","Active","Owned","1359741","X11958","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","10/1/1936","2,778","23,522"," 1/8"
"43","Greater Indiana","171914-G01","171914","CRANE","MAIN OFFICE","100 BLANDY ST","MARTIN","CRANE","IN","47522-9998","Active","Owned","1436176","X11960","Post Office","Finance Branch","USPS Building, Transferred","USPS Land, Transferred","USPS","No","10/1/1936","2,778","23,522"," 1/8"
"44","Greater Indiana","171925-G01","171925","CRAWFORDSVILLE","MAIN OFFICE","300 E MAIN ST","MONTGOMERY","CRAWFORDSVILLE","IN","47933-9998","Active","Owned","1359764","X11963","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1941","13,874","21,289"," 2/3"
"45","Greater Indiana","171969-G01","171969","CROTHERSVILLE","MAIN OFFICE","302 E MAIN ST","JACKSON","CROTHERSVILLE","IN","47229-9998","Active","Owned","1359916","X11976","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","12/1/1989","1,980","23,522"," 0/1"
"46","Greater Indiana","171980-G02","171980","CROWN POINT","CARRIER ANNE","1280 E SUMMIT ST","LAKE","CROWN POINT","IN","46307-9998","Active","Owned","1441541","3798","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1999","18,658","182,400"," 1/9"
"47","Greater Indiana","171980-G01","171980","CROWN POINT","MAIN OFFICE","128 S EAST ST","LAKE","CROWN POINT","IN","46307-9920","Active","Owned","1359934","X11979","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1935","13,388","45,690"," 2/7"
"48","Greater Indiana","171991-G01","171991","CULVER","MAIN OFFICE","115 W JEFFERSON ST","MARSHALL","CULVER","IN","46511-9998","Active","Owned","1360015","X11987","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","5/1/1935","5,178","28,314"," 1/6"
"49","Greater Indiana","172068-G02","172068","DALEVILLE","MAIN OFFICE","7924 S WALNUT ST","DELAWARE","DALEVILLE","IN","47334-9998","Active","Owned","1360189","X12003","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","8/1/1955","1,172","5,060"," 2/9"
"50","Greater Indiana","172090-G02","172090","DANVILLE","MAIN OFFICE","1965 E MAIN ST","HENDRICKS","DANVILLE","IN","46122-9998","Active","Owned","1360294","X12009","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1998","18,736","130,736"," 1/7"
"51","Greater Indiana","172090-G02","172090","DANVILLE","MAIN OFFICE","1965 E MAIN ST","HENDRICKS","DANVILLE","IN","46122-9998","Active","Owned","1459518","15763","Post Office","Village Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1998","18,736","130,736"," 1/7"
"52","Greater Indiana","172123-G01","172123","DECATUR","MAIN OFFICE","213 COURT ST","ADAMS","DECATUR","IN","46733-9998","Active","Owned","1360485","X12021","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1931","9,668","16,500"," 3/5"
"53","Greater Indiana","172123-G01","172123","DECATUR","MAIN OFFICE","213 COURT ST","ADAMS","DECATUR","IN","46733-9998","Active","Owned","1377807","X13325","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1931","9,668","16,500"," 3/5"
"54","Greater Indiana","172123-G01","172123","DECATUR","MAIN OFFICE","213 COURT ST","ADAMS","DECATUR","IN","46733-9998","Active","Owned","1456969","15217","Post Office","Village Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1931","9,668","16,500"," 3/5"
"55","Greater Indiana","172167-G01","172167","DELPHI","MAIN OFFICE","201 W FRANKLIN ST","CARROLL","DELPHI","IN","46923-9998","Active","Owned","1360626","X12030","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","7,906","8,306","1"
"56","Greater Indiana","172167-G01","172167","DELPHI","MAIN OFFICE","201 W FRANKLIN ST","CARROLL","DELPHI","IN","46923-9998","Active","Owned","1379653","X13451","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","7,906","8,306","1"
"57","Kentuckiana","172211-G01","172211","DEPAUW","MAIN OFFICE","9055 MAIN ST NW","HARRISON","DEPAUW","IN","47115-9998","Active","Owned","1360708","X12035","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","7/1/1990","2,043","35,558"," 0/1"
"58","Greater Indiana","172354-G01","172354","DUNKIRK","MAIN OFFICE","123 W COMMERCE ST","JAY","DUNKIRK","IN","47336-9998","Active","Owned","1361467","X12078","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","6,252","17,200"," 3/8"
"59","Greater Indiana","172365-G01","172365","DUNREITH","MAIN OFFICE MODULAR","205 WASHINGTON ST","HENRY","DUNREITH","IN","47337-9998","Active","Owned","1361489","X12081","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","4/1/1988","750","90,505"," 0/1"
"60","Greater Indiana","172409-G01","172409","EAST CHICAGO","MAIN OFFICE","901 E CHICAGO AVE","LAKE","EAST CHICAGO","IN","46312-9998","Active","Owned","1361684","X12096","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","4/1/1929","17,790","26,875"," 2/3"
"61","Kentuckiana","172508-G01","172508","ELBERFELD","MAIN OFFICE","155 W MAIN ST","WARRICK","ELBERFELD","IN","47613-9998","Active","Owned","1362206","X12125","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","8/1/1982","1,200","3,624"," 1/3"
"62","Kentuckiana","172519-G01","172519","ELIZABETH","MAIN OFFICE","5465 MAIN ST SE","HARRISON","ELIZABETH","IN","47117-9998","Active","Owned","1362279","X12127","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","6/1/1999","1,920","7,442"," 1/4"
"63","Greater Indiana","172574-G01","172574","ELWOOD","MAIN OFFICE","119 N ANDERSON ST","MADISON","ELWOOD","IN","46036-9998","Active","Owned","1362513","X12142","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","11/1/1913","8,744","18,360"," 1/2"
"64","Kentuckiana","172651-G05","172654","EVANSVILLE","DIAMOND VALLEY STA.","600 CROSS VALLEY CIR","VANDERBURGH","EVANSVILLE","IN","47710-9998","Active","Owned","1360824","X12042","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1988","23,442","190,526"," 1/8"
"65","Kentuckiana","172651-G01","172651","EVANSVILLE","FED BLDG-COURT HOUSE","101 NW MARTIN LUTHER KING JR BLVD","VANDERBURGH","EVANSVILLE","IN","47708-1924","Active","Owned","","","","","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1968","75,755","174,240"," 3/7"
"66","Kentuckiana","172653-G03","172658","EVANSVILLE","MAIN POST OFFICE","800 SYCAMORE ST","VANDERBURGH","EVANSVILLE","IN","47708-9602","Active","Owned","1459260","15728","Mail Processing","Mail Processing Annex (ANX)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1970","85,356","100,188"," 6/7"
"67","Kentuckiana","172653-G04","172653","EVANSVILLE","P&D ","7100 PETERSBURG RD","VANDERBURGH","EVANSVILLE","IN","47711-1737","Active","Owned","1441214","X12161","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","Land Data on separate record","USPS","Yes","8/1/1997","48,360","0",""
"68","Kentuckiana","172651-G04","172657","EVANSVILLE","WEST WABASH STATION","801 N WABASH AVE","VANDERBURGH","EVANSVILLE","IN","47712-9998","Active","Owned","1387231","X14029","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1988","15,670","147,113"," 1/9"
"69","Greater Indiana","172783-G03","172783","Fishers","Self Service Satellite Fa","13326 OVERVIEW DR","HAMILTON","FISHERS","IN","46037-6314","Active","Owned","1448629","11216","Post Office","Self Service Postal (SSP)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","","524","0",""
"70","Greater Indiana","172783-G02","172783","FISHERS","MAIN OFFICE","8500 E 116TH ST","HAMILTON","FISHERS","IN","46038-9998","Active","Owned","1363427","X12200","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1995","16,212","267,795"," 0/1"
"71","Kentuckiana","172882-G01","172882","FORT BRANCH","MAIN OFFICE","105 E VINE ST","GIBSON","FORT BRANCH","IN","47648-9998","Active","Owned","1363748","X12222","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","10/1/1998","2,614","13,431"," 1/5"
"72","Greater Indiana","172915-G07","172918","FORT WAYNE","CENTENNIAL STA","2525 INDEPENDENCE DR","ALLEN","FORT WAYNE","IN","46808-9998","Active","Owned","1357426","X11815","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1988","17,564","306,303"," 0/1"
"73","Greater Indiana","172920-G06","172916","FORT WAYNE","PDC/PDF","1501 S CLINTON ST","ALLEN","FORT WAYNE","IN","46802-9997","Active","Owned","1363865","X12225","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1979","116,504","615,666"," 1/5"
"74","Greater Indiana","172920-G06","172916","FORT WAYNE","PDC/PDF","1501 S CLINTON ST","ALLEN","FORT WAYNE","IN","46802-9997","Active","Owned","1441215","X12224","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1979","116,504","615,666"," 1/5"
"75","Greater Indiana","172920-G07","172917","FORT WAYNE","VMF","1501 S CLINTON ST","ALLEN","FORT WAYNE","IN","46802-9351","Active","Owned","1436825","X1C680","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1979","7,598","3,928","1 8/9"
"76","Greater Indiana","172904-G01","172904","FORTVILLE","MAIN OFFICE","101 S MAIN ST","HANCOCK","FORTVILLE","IN","46040-9998","Active","Owned","1363876","X12226","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1990","3,360","30,965"," 1/9"
"77","Greater Indiana","172948-G01","172948","FOWLER","MAIN OFFICE","114 S MADISON AVE","BENTON","FOWLER","IN","47944-9998","Active","Owned","1363929","X12234","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1940","8,618","17,424"," 1/2"
"78","Greater Indiana","172948-G01","172948","FOWLER","MAIN OFFICE","114 S MADISON AVE","BENTON","FOWLER","IN","47944-9998","Active","Owned","1457507","15308","Post Office","Village Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1940","8,618","17,424"," 1/2"
"79","Greater Indiana","172948-G01","172948","FOWLER","MAIN OFFICE","114 S MADISON AVE","BENTON","FOWLER","IN","47944-9998","Active","Owned","1457508","15309","Post Office","Village Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1940","8,618","17,424"," 1/2"
"80","Greater Indiana","172948-G01","172948","FOWLER","MAIN OFFICE","114 S MADISON AVE","BENTON","FOWLER","IN","47944-9998","Active","Owned","1458009","15418","Post Office","Village Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","3/1/1940","8,618","17,424"," 1/2"
"81","Kentuckiana","172981-G01","172981","FRANCISCO","MAIN OFFICE","308 W MAIN ST","GIBSON","FRANCISCO","IN","47649-9998","Active","Owned","1363965","X12241","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","8/1/1964","1,206","4,320"," 2/7"
"82","Greater Indiana","172992-G02","172992","FRANKFORT","MAIN OFFICE","100 WASHINGTON AVE","CLINTON","FRANKFORT","IN","46041-9998","Active","Owned","1363985","X12242","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1977","9,309","72,336"," 1/8"
"83","Greater Indiana","173003-G02","173003","FRANKLIN","MAIN OFFICE","1265 N MAIN ST","JOHNSON","FRANKLIN","IN","46131-9998","Active","Owned","1364004","X12245","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1980","8,464","62,801"," 1/7"
"84","Kentuckiana","173025-G01","173025","FREDERICKSBURG","MAIN OFFICE","262 E US HIGHWAY 150","WASHINGTON","FREDERICKSBURG","IN","47120-9998","Active","Owned","1364073","X12251","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","3/1/1968","822","10,500"," 0/1"
"85","Greater Indiana","173047-G01","173047","FREEDOM","MAIN OFFICE MODULAR","5634 MAIN ST","OWEN","FREEDOM","IN","47431-9998","Active","Owned","1436183","X12253","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","10/1/1996","915","0",""
"86","Greater Indiana","173102-G01","173102","FRENCH LICK","MAIN OFFICE","8617 W COLLEGE ST","ORANGE","FRENCH LICK","IN","47432-9998","Active","Owned","1364151","X12262","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1934","15,711","18,240"," 6/7"
"87","Greater Indiana","173157-G01","173157","GARRETT","MAIN OFFICE","115 W KEYSER ST","DE KALB","GARRETT","IN","46738-9998","Active","Owned","1364486","X12283","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","7,146","18,735"," 3/8"
"88","Greater Indiana","173157-G01","173157","GARRETT","MAIN OFFICE","115 W KEYSER ST","DE KALB","GARRETT","IN","46738-9998","Active","Owned","1460341","15894","Post Office","Village Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","7,146","18,735"," 3/8"
