"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"13","Louisiana","210338-G01","210338","ARCHIBALD","MPO/MODULAR BLDG","3744 HIGHWAY 15","RICHLAND","ARCHIBALD","LA","71218-9998","Active","Owned","1353268","Y23333","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","5/1/1999","736","0",""
"14","Louisiana","210494-G01","210494","BAKER","MAIN OFFICE","3009 RAY WEILAND DR","EAST BATON ROUGE","BAKER","LA","70714-9998","Active","Owned","1353891","Y23354","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1974","9,784","47,915"," 1/5"
"15","Louisiana","210598-G01","210598","BASTROP","MAIN OFFICE","201 N WASHINGTON ST","MOREHOUSE","BASTROP","LA","71220-9998","Active","Owned","1354165","Y23367","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1935","9,770","20,400"," 1/2"
"16","Louisiana","210624-G03","210627","BATON ROUGE","AUDUBON STATION","4500 GOVERNMENT ST","EAST BATON ROUGE","BATON ROUGE","LA","70806-5817","Active","Owned","1353670","Y23346","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1974","10,144","67,082"," 1/7"
"17","Louisiana","210624-G09","210628","BATON ROUGE","BROADVIEW FIN STA","235 MARILYN DR","EAST BATON ROUGE","BATON ROUGE","LA","70815-4405","Active","Owned","1355932","Y23445","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1982","6,684","56,988"," 1/9"
"18","Louisiana","210624-G12","210630","BATON ROUGE","ISTROUMA STATION","5200 LONGFELLOW DR","EAST BATON ROUGE","BATON ROUGE","LA","70805-2711","Active","Owned","1368125","Y23915","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1987","15,148","157,501"," 0/1"
"19","Louisiana","210624-G02","210635","BATON ROUGE","MAIN OFFICE","750 FLORIDA ST","EAST BATON ROUGE","BATON ROUGE","LA","70801-1711","Active","Owned","1438920","Y23370","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","7/1/1968","126,529","269,857"," 4/9"
"20","Louisiana","210624-G02","210635","BATON ROUGE","MAIN OFFICE","750 FLORIDA ST","EAST BATON ROUGE","BATON ROUGE","LA","70801-1711","Active","Owned","1444416","8812","Administrative Office","Postal Inspection Service Field Division (USPIS)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","7/1/1968","126,529","269,857"," 4/9"
"21","Louisiana","210624-G02","210635","BATON ROUGE","MAIN OFFICE","750 FLORIDA ST","EAST BATON ROUGE","BATON ROUGE","LA","70801-1711","Active","Owned","1444417","8814","Administrative Office","Office of the Inspector General Office (OIG)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","7/1/1968","126,529","269,857"," 4/9"
"22","Louisiana","210624-G06","210631","BATON ROUGE","OLD HAMMOND CARRIER UNIT","10936 OLD HAMMOND HWY","EAST BATON ROUGE","BATON ROUGE","LA","70816-9998","Active","Owned","1438957","Y24268","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1981","11,183","108,073"," 1/9"
"23","Louisiana","210625-G15","210625","BATON ROUGE","P&DC","8101 BLUEBONNET BLVD","EAST BATON ROUGE","BATON ROUGE","LA","70810-2830","Active","Owned","1441379","Y23369","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1992","248,143","2,027,531"," 1/8"
"24","Louisiana","210625-G15","210625","BATON ROUGE","P&DC","8101 BLUEBONNET BLVD","EAST BATON ROUGE","BATON ROUGE","LA","70810-2830","Active","Owned","1477876","17917","Administrative Office","Consumer Affairs Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1992","248,143","2,027,531"," 1/8"
"25","Louisiana","210624-G13","210632","BATON ROUGE","SCOTLANDVILLE STATION","7980 PLANK RD","EAST BATON ROUGE","BATON ROUGE","LA","70811-9998","Active","Owned","1381003","Y24435","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1987","15,680","160,524"," 0/1"
"26","Louisiana","210624-G04","210633","BATON ROUGE","SOUTHEAST STATION","4535 BENNINGTON AVE","EAST BATON ROUGE","BATON ROUGE","LA","70808-3110","Active","Owned","1382341","Y24483","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1975","14,368","84,756"," 1/6"
"27","Louisiana","210624-G10","210624","BATON ROUGE","VMF","899 CONVENTION ST","EAST BATON ROUGE","BATON ROUGE","LA","70802-5627","Active","Owned","1439198","Y27438","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","7/1/1968","8,044","16,856"," 1/2"
"28","Louisiana","210624-G11","210634","BATON ROUGE","WOODLAWN STATION","4700 MILLWOOD DR","EAST BATON ROUGE","BATON ROUGE","LA","70817-1200","Active","Owned","1438972","Y24681","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1989","19,721","241,221"," 0/1"
"29","Louisiana","210728-G02","210728","BELCHER","MPO/MODULAR BLDG","714 RAILROAD ST","CADDO","BELCHER","LA","71004-9998","Active","Owned","1438922","Y23385","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","5/1/1996","736","0",""
"30","Louisiana","210741-G02","210741","BELL CITY","MPO/MODULAR BLDG","7206 B ST","CALCASIEU","BELL CITY","LA","70630-3904","Active","Owned","1354489","Y23386","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","11/1/1997","736","22,500"," 0/1"
"31","Louisiana","210793-G01","210793","BELMONT","MPO/MODULAR BLDG","9160 HIGHWAY 175","SABINE","BELMONT","LA","71406-9998","Active","Owned","1354571","Y23394","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/1995","736","0",""
"32","Louisiana","211001-G01","211001","BOGALUSA","MAIN OFFICE","305 AVENUE B","WASHINGTON","BOGALUSA","LA","70427-9998","Active","Owned","1355328","Y23421","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1931","22,039","30,000"," 3/4"
"33","Louisiana","211070-G01","211071","BOSSIER CITY","PLANTATION STATION","4310 BARKSDALE BLVD","BOSSIER","BOSSIER CITY","LA","71112-9998","Active","Owned","1377741","Y24321","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1991","14,964","132,327"," 1/9"
"34","Louisiana","211144-G01","211144","BREAUX BRIDGE","MAIN OFFICE","700 REES ST","ST. MARTIN","BREAUX BRIDGE","LA","70517-4618","Active","Owned","1355733","Y23440","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","1/1/1982","5,928","36,590"," 1/6"
"35","Louisiana","211157-G01","211157","BRITTANY","MPO/MODULAR BLDG","1830 E HIGHWAY 30","ASCENSION","BRITTANY","LA","70718-9998","Active","Owned","1438924","Y23443","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","2/1/1996","736","0",""
"36","Louisiana","211170-G01","211170","BROUSSARD","MAIN OFFICE","4200 HIGHWAY 90 E","LAFAYETTE","BROUSSARD","LA","70518-3408","Active","Owned","1356067","Y23448","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1986","10,806","106,374"," 1/9"
"37","Louisiana","211248-G01","211248","BUNKIE","MAIN OFFICE","116 W MAGNOLIA ST","AVOYELLES","BUNKIE","LA","71322-9998","Active","Owned","1356333","Y23458","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","10,220","15,000"," 2/3"
"38","Louisiana","211430-G01","211430","CARVILLE","MPO/MODULAR BLDG","5715 HIGHWAY 75","IBERVILLE","CARVILLE","LA","70721-9998","Active","Owned","1357172","Y23498","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/1994","736","0",""
"39","Louisiana","211534-G01","211534","CHALMETTE","MAIN OFFICE","3340 PARIS RD","ST. BERNARD","CHALMETTE","LA","70043-9998","Active","Owned","1357591","Y23517","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1987","17,822","130,540"," 1/7"
"40","Louisiana","211638-G01","211638","CHENEYVILLE","MAIN OFFICE","202 KLOCK ST","RAPIDES","CHENEYVILLE","LA","71325-9998","Active","Owned","1357789","Y23528","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","6/1/1957","1,104","2,204"," 1/2"
"41","Louisiana","211742-G01","211742","CLARENCE","MPO/MODULAR BLDG","5978 HIGHWAY 71","NATCHITOCHES","CLARENCE","LA","71414-9998","Active","Owned","1358145","Y23544","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","5/1/1996","736","0",""
"42","Louisiana","212015-G01","212015","COVINGTON","MAIN OFFICE","1775 N COLUMBIA ST","ST. TAMMANY","COVINGTON","LA","70433-9998","Active","Owned","1359458","Y23581","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1998","26,200","279,860"," 0/1"
"43","Louisiana","212054-G01","212054","CROWLEY","MAIN OFFICE","123 E 3RD ST","ACADIA","CROWLEY","LA","70526-5135","Active","Owned","1359931","Y23588","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","8/1/1957","17,217","22,500"," 7/9"
"44","Louisiana","212262-G02","212262","DE RIDDER","MAIN OFFICE","116 E 4TH ST","BEAUREGARD","DERIDDER","LA","70634-5010","Active","Owned","1360728","Y23613","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1982","10,678","62,980"," 1/6"
"45","Louisiana","212236-G01","212236","DENHAM SPRINGS","MAIN OFFICE","140 DEL ORLEANS","LIVINGSTON","DENHAM SPRINGS","LA","70726-9998","Active","Owned","1360662","Y23611","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1986","16,664","152,759"," 1/9"
"46","Louisiana","212353-G01","212353","DONALDSONVILLE","MAIN OFFICE","301 IBERVILLE ST","ASCENSION","DONALDSONVILLE","LA","70346-9998","Active","Owned","1361017","Y23625","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","4/1/1937","6,398","25,511"," 1/4"
"47","Louisiana","212418-G01","212418","DRY CREEK","MPO/MODULAR BLDG","8243 HIGHWAY 113","BEAUREGARD","DRY CREEK","LA","70637-3600","Active","Owned","1361344","Y23643","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","10/1/1999","736","0",""
"48","Louisiana","212626-G01","212626","EGAN","MPO/MODULAR BLDG","3246 EGAN HWY","ACADIA","EGAN","LA","70531-3414","Active","Owned","1362144","Y23665","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/1995","736","0",""
"49","Louisiana","212652-G01","212652","ELIZABETH","MAIN OFFICE","211 E MAIN ST","ALLEN","ELIZABETH","LA","70638-3800","Active","Owned","1362280","Y23668","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","6/1/1967","1,205","12,021"," 1/9"
"50","Louisiana","212860-G01","212860","EUNICE","MAIN OFFICE","250 W LAUREL AVE","ST. LANDRY","EUNICE","LA","70535-3304","Active","Owned","1362808","Y23689","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1939","12,840","82,500"," 1/6"
"51","Louisiana","212886-G02","212886","EVANGELINE MODULAR UNIT","MAIN OFFICE","1362 OLD EVANGELINE HWY","ACADIA","EVANGELINE","LA","70537-3304","Active","Owned","1362834","Y23692","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Transferred","Land Data on separate record","USPS","No","","0","0",""
"52","Louisiana","212938-G01","212938","FAIRBANKS","MPO/MODULAR BLDG","1003 HIGHWAY 134 ","OUACHITA","FAIRBANKS","LA","71240-9998","Active","Owned","","","","","USPS Personal Property","Land Data on separate record","USPS","No","3/1/1998","736","0",""
"53","Louisiana","213146-G01","213146","FT NECESSITY","MPO/MODULAR BLDG","10072 HIGHWAY 562","FRANKLIN","FORT NECESSITY","LA","71243-9998","Active","Owned","1364242","Y23735","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/1994","736","0",""
"54","Louisiana","213536-G01","213536","GLYNN","MPO/MODULAR BLDG","14140 LA 416","POINTE COUPEE","GLYNN","LA","70736-3717","Active","Owned","1365045","Y23789","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","8/1/1995","736","0",""
"55","Louisiana","213588-G01","213588","GONZALES","MAIN OFFICE","1706 S BURNSIDE AVE","ASCENSION","GONZALES","LA","70737-9998","Active","Owned","1365119","Y23794","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1986","13,259","118,919"," 1/9"
"56","Louisiana","213783-G01","213783","GRANT","MPO/MODULAR BLDG","4177 HIGHWAY 377","ALLEN","GRANT","LA","70644-4400","Active","Owned","1365390","Y23811","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/1995","736","0",""
"57","Louisiana","213861-G03","213861","GRETNA","AUX VMF","400 GRETNA BLVD","JEFFERSON","GRETNA","LA","70053-9721","Active","Owned","1444228","8547","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1987","8,137","66,380"," 1/8"
"58","Louisiana","213861-G02","213861","GRETNA","MAIN OFFICE","406 GRETNA BLVD","JEFFERSON","GRETNA","LA","70053-9998","Active","Owned","1365729","Y23823","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1987","23,930","185,772"," 1/8"
"59","Louisiana","213887-G01","213887","GUEYDAN","MAIN OFFICE","405 MAIN ST","VERMILION","GUEYDAN","LA","70542-3633","Active","Owned","1365827","Y23826","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1966","3,413","21,300"," 1/6"
"60","Louisiana","213978-G01","213978","HAMMOND","MAIN OFFICE","105 NW RAILROAD AVE","TANGIPAHOA","HAMMOND","LA","70401-9998","Active","Owned","1366072","Y23837","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1918","19,520","37,500"," 1/2"
"61","Louisiana","214069-G01","214069","HARVEY","MAIN OFFICE","2801 MANHATTAN BLVD","JEFFERSON","HARVEY","LA","70058-9998","Active","Owned","1366420","Y23846","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1989","22,725","183,538"," 1/8"
"62","Louisiana","214082-G01","214082","HAUGHTON","MAIN OFFICE","399 W MCKINLEY AVE","BOSSIER","HAUGHTON","LA","71037-9998","Active","Owned","1366479","Y23848","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","3/1/1987","9,168","101,520"," 0/1"
"63","Louisiana","214108-G01","214108","HAYNESVILLE","MAIN OFFICE","10007 HIGHWAY 79","CLAIBORNE","HAYNESVILLE","LA","71038-9998","Active","Owned","1366554","Y23851","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","5/1/1937","6,147","15,000"," 2/5"
"64","Louisiana","214199-G02","214199","HESTER","MPO/MODULAR BLDG","4163 KAHN ST","ST. JAMES","HESTER","LA","70743-9998","Active","Owned","1366837","Y23860","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","3/1/1998","710","0",""
"65","Louisiana","214251-G01","214251","HINESTON","MPO/MODULAR BLDG","1923 HIGHWAY 121","RAPIDES","HINESTON","LA","71438-9998","Active","Owned","1367081","Y23872","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","6/1/1995","736","0",""
"66","Louisiana","214355-G01","214355","HOMER","MAIN OFFICE","612 N MAIN ST","CLAIBORNE","HOMER","LA","71040-9998","Active","Owned","1367302","Y23883","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1936","5,492","12,840"," 3/7"
"67","Louisiana","214407-G02","214407","HUSSER","MPO/MODULAR BLDG","56594 HIGHWAY 445","TANGIPAHOA","HUSSER","LA","70442-9998","Active","Owned","1367721","Y23894","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","4/1/1998","736","0",""
"68","Louisiana","214498-G01","214498","INNIS","MPO/MODULAR BLDG","6541 LA HIGHWAY 1","POINTE COUPEE","INNIS","LA","70747-4700","Active","Owned","1367966","Y23906","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","2/1/1996","736","0",""
"69","Louisiana","214576-G01","214576","JEANERETTE","MAIN OFFICE","1614 MAIN ST","IBERIA","JEANERETTE","LA","70544-3530","Active","Owned","1368327","Y23921","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1940","4,047","21,544"," 1/5"
"70","Louisiana","214615-G02","214615","JENNINGS","MAIN OFFICE","106 S BROADWAY ST","JEFFERSON DAVIS","JENNINGS","LA","70546-5806","Active","Owned","1368388","Y23925","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1975","7,960","41,514"," 1/5"
"71","Louisiana","214628-G01","214628","JIGGER","MAIN OFFICE MODULAR BLDG.","7135 HIGHWAY 128","FRANKLIN","JIGGER","LA","71249-9998","Active","Owned","1368447","Y23926","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","10/1/1999","932","0",""
"72","Louisiana","214732-G01","214732","KELLY","MPO/MODULAR BLDG","3401 HIGHWAY 506 W","CALDWELL","KELLY","LA","71441-9998","Active","Owned","1368799","Y23942","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","4/1/1996","736","0",""
"73","Louisiana","214745-G02","214745","KENNER","MAIN OFFICE","2300 WILLIAMS BLVD","JEFFERSON","KENNER","LA","70062-9998","Active","Owned","1368861","Y23947","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1977","12,589","84,480"," 1/7"
"74","Louisiana","214745-G03","214746","KENNER","NORTH KENNER STATION","390 W ESPLANADE AVE","JEFFERSON","KENNER","LA","70065-2577","Active","Owned","1374335","Y24240","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1989","28,343","341,250"," 0/1"
"75","Louisiana","214953-G01","214953","LACASSINE","MPO/MODULAR BLDG","18327 HIGHWAY 90","JEFFERSON DAVIS","LACASSINE","LA","70650-5000","Active","Owned","1369447","Y23981","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","1/1/1996","736","0",""
"76","Louisiana","214979-G10","214981","LAFAYETTE","BERTRAND STATION","1830 BERTRAND DR","LAFAYETTE","LAFAYETTE","LA","70506-2055","Active","Owned","1354782","Y27349","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","5/1/1997","24,784","220,000"," 1/9"
"77","Louisiana","214979-G07","214982","LAFAYETTE","ENERGY CENTER STATION","455 FEU FOLLET RD","LAFAYETTE","LAFAYETTE","LA","70508-4223","Active","Owned","1362606","Y23676","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1986","14,024","144,087"," 0/1"
"78","Louisiana","214979-G03","214977","LAFAYETTE","P&DF","1105 MOSS ST","LAFAYETTE","LAFAYETTE","LA","70501-3601","Active","Owned","1438945","Y23984","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1980","130,923","305,723"," 3/7"
"79","Louisiana","214979-G03","214977","LAFAYETTE","P&DF","1105 MOSS ST","LAFAYETTE","LAFAYETTE","LA","70501-3601","Active","Owned","1441380","Y23983","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1980","130,923","305,723"," 3/7"
"80","Louisiana","214980-G06","214980","LAFAYETTE","VMF","1105 MOSS ST","LAFAYETTE","LAFAYETTE","LA","70501-9351","Active","Owned","1439206","Y27450","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1980","9,112","63,162"," 1/7"
"81","Louisiana","215057-G03","215058","LAKE CHARLES","DREW STATION","5000 LAKE ST","CALCASIEU","LAKE CHARLES","LA","70605-6500","Active","Owned","1438929","Y23640","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1987","21,726","240,000"," 0/1"
"82","Louisiana","215057-G01","215057","LAKE CHARLES","MAIN OFFICE","921 MOSS ST","CALCASIEU","LAKE CHARLES","LA","70601-9998","Active","Owned","1369544","Y23993","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","11/1/1960","84,842","90,295"," 8/9"
"83","Louisiana","215057-G02","215057","LAKE CHARLES","VMF","1601 COMMON ST","CALCASIEU","LAKE CHARLES","LA","70601-6133","Active","Owned","1439207","Y27451","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1985","7,399","53,067"," 1/7"
"84","Louisiana","215096-G01","215096","LAKE PROVIDENCE","MAIN OFFICE","202 SPARROW ST","EAST CARROLL","LAKE PROVIDENCE","LA","71254-9998","Active","Owned","1369638","Y23995","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1940","4,822","45,006"," 1/9"
"85","Louisiana","215083-G01","215083","LAKELAND","MPO/MODULAR BLDG","12158 LA HIGHWAY 416","POINTE COUPEE","LAKELAND","LA","70752-3101","Active","Owned","1369674","Y23997","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","USPS Land, Not Prev. Leased","USPS","No","6/1/1995","874","0",""
"86","Louisiana","215122-G01","215122","LAPLACE","MAIN OFFICE","190 BELLE TERRE BLVD","ST. JOHN THE BAPTIST","LA PLACE","LA","70068-9998","Active","Owned","1369404","Y23973","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1987","16,317","145,013"," 1/9"
"87","Louisiana","215200-G01","215200","LEBEAU","MODULAR BLDG","8478 HIGHWAY 71","ST. LANDRY","LEBEAU","LA","71345-9998","Active","Owned","1370075","Y24016","Post Office","Remotely Managed Post Office (RMPO)","USPS Personal Property","Land Data on separate record","USPS","No","9/1/1999","932","0",""
