"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"13","Northland","561200-G01","561200","BRULE","MAIN OFFICE","13974 E US HIGHWAY 2","DOUGLAS","BRULE","WI","54820-9038","Active","Owned","1356130","Y17043","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","1/1/1955","805","24,632"," 0/1"
"14","Lakeland","561240-G01","561240","BURLINGTON","MAIN OFFICE","100 S PINE ST","RACINE","BURLINGTON","WI","53105-9998","Active","Owned","1356388","Y17049","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","9/1/1961","9,019","31,680"," 2/7"
"15","Lakeland","561570-G01","561570","CEDARBURG","MAIN OFFICE","W63N605 HANOVER AVE","OZAUKEE","CEDARBURG","WI","53012-9998","Active","Owned","1438305","Y17091","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1983","7,294","54,138"," 1/7"
"16","Lakeland","561640-G01","561640","CHILTON","MAIN OFFICE","57 E MAIN ST","CALUMET","CHILTON","WI","53014-9998","Active","Owned","1357943","Y17103","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1940","5,716","26,574"," 2/9"
"17","Northland","561650-G01","561650","CHIPPEWA FALLS","MAIN OFFICE","315 N BRIDGE ST","CHIPPEWA","CHIPPEWA FALLS","WI","54729-2408","Active","Owned","1357972","Y17104","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1910","20,363","24,800"," 5/6"
"18","Lakeland","561750-G01","561750","CLINTONVILLE","MAIN OFFICE","2 N MAIN ST","WAUPACA","CLINTONVILLE","WI","54929-9998","Active","Owned","1358426","Y17124","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1936","11,687","9,987","1 1/6"
"19","Lakeland","561850-G02","561850","COLLINS","MPO MODULAR","20841 COUNTY ROAD JJ","MANITOWOC","COLLINS","WI","54207-9800","Active","Owned","1358688","Y17136","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","6/1/2001","675","0",""
"20","Lakeland","561870-G01","561870","COLUMBUS","MAIN OFFICE","211 S DICKASON BLVD","COLUMBIA","COLUMBUS","WI","53925-9998","Active","Owned","1358805","Y17138","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1939","6,619","18,000"," 3/8"
"21","Northland","562050-G01","562050","CUSHING","MAIN OFFICE MODULAR","2492 240TH ST","POLK","CUSHING","WI","54006-3303","Active","Owned","1360072","Y17168","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","12/1/1997","675","0",""
"22","Northland","562090-G01","562090","DALLAS","MAIN OFFICE MODULAR","120 E DALLAS ST","BARRON","DALLAS","WI","54733-9702","Active","Owned","1360205","Y17175","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","10/1/1997","675","0",""
"23","Lakeland","562250-G02","562250","DE PERE","MAIN OFFICE","123 S 9TH ST","BROWN","DE PERE","WI","54115-9998","Active","Owned","1360432","Y17183","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1996","12,104","75,416"," 1/6"
"24","Lakeland","562210-G01","562210","DELAVAN","MAIN OFFICE","335 E WALWORTH AVE","WALWORTH","DELAVAN","WI","53115-9998","Active","Owned","1360581","Y17191","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1915","10,526","19,514"," 5/9"
"25","Northland","562300-G01","562300","DODGE","MAIN OFFICE  TRAILER","N20224 COUNTY ROAD J","TREMPEALEAU","DODGE","WI","54625-9737","Active","Owned","1360981","Y17200","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","No","10/1/1986","240","0",""
"26","Lakeland","562440-G01","562440","EAGLE RIVER","MAIN OFFICE","401 E WALL ST","VILAS","EAGLE RIVER","WI","54521-9800","Active","Owned","1361595","Y17221","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1966","7,265","27,000"," 2/7"
"27","Northland","562495-G01","562495","EAU CLAIRE","P&DF","3510 HOGARTH ST","CHIPPEWA","EAU CLAIRE","WI","54703-0487","Active","Owned","1441339","Y17229","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1997","54,009","295,375"," 1/6"
"28","Northland","562495-G01","562495","EAU CLAIRE","P&DF","3510 HOGARTH ST","CHIPPEWA","EAU CLAIRE","WI","54703-0487","Active","Owned","1472115","17389","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1997","54,009","295,375"," 1/6"
"29","Northland","562500-G01","562500","EAU GALLE","MAIN OFFICE MODULAR","N409 293RD ST","DUNN","EAU GALLE","WI","54737-9504","Active","Owned","1361993","Y17231","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","Yes","8/1/1999","0","0",""
"30","Lakeland","562530-G01","562530","EDGERTON","MAIN OFFICE","104 SWIFT ST","ROCK","EDGERTON","WI","53534-9998","Active","Owned","1362070","Y17236","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1940","8,211","26,619"," 2/7"
"31","Lakeland","562630-G01","562630","ELKHORN","MAIN OFFICE","102 E WALWORTH ST","WALWORTH","ELKHORN","WI","53121-9998","Active","Owned","1362333","Y17254","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","7,425","32,000"," 2/9"
"32","Northland","562680-G03","562680","ELMWOOD","MAIN OFFICE MODULAR","228 W RACE AVE","PIERCE","ELMWOOD","WI","54740-8742","Active","Owned","1362473","Y17261","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","Yes","12/31/2008","1,001","0",""
"33","Lakeland","562690-G01","562690","ELROY","MAIN OFFICE","266 MAIN ST","JUNEAU","ELROY","WI","53929-9998","Active","Owned","1362487","Y17262","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1966","4,545","148,796"," 0/1"
"34","Lakeland","562830-G01","562830","Fall River","Main Post Office","203 STEEL RD","COLUMBIA","FALL RIVER","WI","53932-9405","Active","Owned","1363077","Y17285","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","","1,456","45,288"," 0/1"
"35","Lakeland","562930-G01","562930","FOND DU LAC","MAIN OFFICE","99 W 2ND ST","FOND DU LAC","FOND DU LAC","WI","54935-9998","Active","Owned","1363618","Y17303","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","1/1/1969","26,846","109,792"," 1/4"
"36","Lakeland","562980-G01","562980","FORT ATKINSON","MAIN OFFICE","24 MILWAUKEE AVE E","JEFFERSON","FORT ATKINSON","WI","53538-9998","Active","Owned","1363740","Y17310","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1918","22,529","36,607"," 5/8"
"37","Lakeland","563150-G01","563150","GERMANTOWN","MAIN OFFICE","W156N11301 PILGRIM RD","WASHINGTON","GERMANTOWN","WI","53022-9998","Active","Owned","1364692","Y17342","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1978","6,305","63,460"," 0/1"
"38","Lakeland","563320-G01","563320","GRAFTON","MAIN OFFICE","1817 HIGHLAND DR","OZAUKEE","GRAFTON","WI","53024-9998","Active","Owned","1365258","Y17364","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1991","14,190","103,416"," 1/7"
"39","Northland","563340-G01","563340","GRAND VIEW","MAIN OFFICE MODULAR","54595 CUDWORTH AVE","BAYFIELD","GRAND VIEW","WI","54839-4474","Active","Owned","1365343","Y17368","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","Land Data on separate record","USPS","No","8/1/2003","679","0",""
"40","Lakeland","563400-G03","563401","GREEN BAY","JOHN P COFRIN STA","1950 COFRIN DR","BROWN","GREEN BAY","WI","54302-2028","Active","Owned","1368469","Y17491","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","1/1/1976","16,369","129,665"," 1/8"
"41","Lakeland","563402-G04","563402","GREEN BAY","P&DC","300 PACKERLAND DR","BROWN","GREEN BAY","WI","54303-9996","Active","Owned","1438317","Y17375","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1984","107,018","436,720"," 1/4"
"42","Lakeland","563402-G04","563402","GREEN BAY","P&DC","300 PACKERLAND DR","BROWN","GREEN BAY","WI","54303-9996","Active","Owned","1441340","Y17374","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1984","107,018","436,720"," 1/4"
"43","Lakeland","563400-G05","563400","GREEN BAY","VMF","300 PACKERLAND DR REAR","BROWN","GREEN BAY","WI","54303-4816","Active","Owned","1438497","Y18723","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1984","10,294","53,735"," 1/5"
"44","Lakeland","563520-G01","563521","HALES CORNERS","FRANKLIN BRANCH","9575 BRENWOOD PARK DR","MILWAUKEE","FRANKLIN","WI","53132-9998","Active","Owned","1438534","Y19184","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1998","19,300","164,162"," 1/9"
"45","Lakeland","563590-G03","563590","HARTFORD","MAIN OFFICE","45 E WISCONSIN ST","WASHINGTON","HARTFORD","WI","53027-9998","Active","Owned","1366364","Y17410","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1997","10,545","54,872"," 1/5"
"46","Northland","563660-G01","563660","HAWTHORNE","MAIN OFFICE BLDG","7204 S WISCONSIN AVE","DOUGLAS","HAWTHORNE","WI","54842-4400","Active","Owned","1366525","Y17417","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","Land Data on separate record","USPS","Yes","1/1/1984","0","0",""
"47","Northland","563670-G01","563670","HAYWARD","MAIN OFFICE","10597 S MAIN ST","SAWYER","HAYWARD","WI","54843-6658","Active","Owned","1366567","Y17418","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1941","5,590","14,049"," 2/5"
"48","Lakeland","563920-G01","563920","HORICON","MAIN OFFICE","420 E LAKE ST","DODGE","HORICON","WI","53032-9998","Active","Owned","1367411","Y17449","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1966","4,993","33,885"," 1/7"
"49","Northland","563960-G03","563960","HUDSON","MAIN OFFICE","808 HEGGEN ST","ST. CROIX","HUDSON","WI","54016-5003","Active","Owned","1367561","Y17459","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1997","16,643","176,000"," 0/1"
"50","Lakeland","564130-G01","564130","JEFFERSON","MAIN OFFICE","122 S CENTER AVE","JEFFERSON","JEFFERSON","WI","53549-9998","Active","Owned","1368345","Y17485","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1935","5,860","13,828"," 3/7"
"51","Lakeland","564230-G02","564230","KAUKAUNA","MAIN OFFICE","120 DOTY ST","OUTAGAMIE","KAUKAUNA","WI","54130-9998","Active","Owned","1368723","Y17501","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1988","9,772","65,603"," 1/7"
"52","Lakeland","564270-G03","564270","KENNAN","MAIN OFFICE","W10419 MAIN ST","PRICE","KENNAN","WI","54537-8932","Active","Owned","1368849","Y17507","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","","708","28,000"," 0/1"
"53","Lakeland","564280-G01","564280","KENOSHA","MAIN OFFICE","5605 SHERIDAN RD","KENOSHA","KENOSHA","WI","53140-9998","Active","Owned","1368874","Y17508","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","46,122","52,461"," 7/8"
"54","Lakeland","564280-G01","564280","KENOSHA","MAIN OFFICE","5605 SHERIDAN RD","KENOSHA","KENOSHA","WI","53140-9998","Active","Owned","1465220","16618","Post Office","Contract Postal Unit Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","46,122","52,461"," 7/8"
"55","Lakeland","564280-G03","564281","KENOSHA","PLEASANT PRAIRIE BR","4225 101ST ST","KENOSHA","PLEASANT PRAIRIE","WI","53158-9997","Active","Owned","1438340","Y17833","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1998","17,520","172,027"," 1/9"
"56","Lakeland","564280-G03","564281","KENOSHA","PLEASANT PRAIRIE BR","4225 101ST ST","KENOSHA","PLEASANT PRAIRIE","WI","53158-9997","Active","Owned","1438543","Y19223","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1998","17,520","172,027"," 1/9"
"57","Lakeland","564310-G01","564310","KEWAUNEE","MAIN OFFICE","119 ELLIS ST","KEWAUNEE","KEWAUNEE","WI","54216-9998","Active","Owned","1368970","Y17511","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1938","7,848","15,400"," 1/2"
"58","Northland","564440-G02","564440","LA CROSSE","MAIN OFFICE/CSNPF","425 STATE ST","LA CROSSE","LA CROSSE","WI","54601-3346","Active","Owned","1438326","Y17529","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1977","76,394","116,804"," 2/3"
"59","Northland","564440-G02","564440","LA CROSSE","MAIN OFFICE/CSNPF","425 STATE ST","LA CROSSE","LA CROSSE","WI","54601-3346","Active","Owned","1441341","Y17528","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1977","76,394","116,804"," 2/3"
"60","Northland","564440-G02","564440","LA CROSSE","MAIN OFFICE/CSNPF","425 STATE ST","LA CROSSE","LA CROSSE","WI","54601-3346","Active","Owned","1472116","17390","Post Office","Service Hub Facility (SHF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1977","76,394","116,804"," 2/3"
"61","Northland","564450-G01","564450","LADYSMITH","MAIN OFFICE","212 MINER AVE W","RUSK","LADYSMITH","WI","54848-1744","Active","Owned","1369480","Y17537","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1936","5,747","13,464"," 3/7"
"62","Lakeland","564490-G01","564490","LAKE GENEVA","MAIN OFFICE","672 W MAIN ST","WALWORTH","LAKE GENEVA","WI","53147-9998","Active","Owned","1438328","Y17544","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1939","12,320","24,674"," 1/2"
"63","Lakeland","564550-G01","564550","LANCASTER","MAIN OFFICE","236 W MAPLE ST","GRANT","LANCASTER","WI","53813-9998","Active","Owned","1369783","Y17556","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1939","7,300","21,600"," 1/3"
"64","Lakeland","564980-G05","564984","MADISON","MIDDLETON BR","7613 ELMWOOD AVE","DANE","MIDDLETON","WI","53562-3191","Active","Owned","1438332","Y17669","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1985","11,365","40,400"," 2/7"
"65","Lakeland","564981-G02","564981","MADISON","PDC/PDF","3902 MILWAUKEE ST","DANE","MADISON","WI","53714-3000","Active","Owned","1438330","Y17611","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1976","257,027","711,700"," 3/8"
"66","Lakeland","564981-G02","564981","MADISON","PDC/PDF","3902 MILWAUKEE ST","DANE","MADISON","WI","53714-3000","Active","Owned","1441342","Y17610","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1976","257,027","711,700"," 3/8"
"67","Lakeland","564980-G98","564986","MADISON","SOUTH SIDE STA","820 W WINGRA DR","DANE","MADISON","WI","53715-1996","Active","Owned","1382279","Y18008","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","7/1/1979","30,366","76,500"," 2/5"
"68","Lakeland","564981-G04","564980","MADISON","VMF","201 REGAS RD","DANE","MADISON","WI","53714-2419","Active","Owned","1438507","Y18735","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","","8,795","67,500"," 1/8"
"69","Lakeland","564980-G07","564985","MADISON","WESTSIDE STATION","733 STRUCK ST","DANE","MADISON","WI","53711-6145","Active","Owned","1387379","Y18301","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1991","46,376","257,710"," 1/6"
"70","Lakeland","564980-G07","564985","MADISON","WESTSIDE STATION","733 STRUCK ST","DANE","MADISON","WI","53711-6145","Active","Owned","1465217","16615","Post Office","Contract Postal Unit Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1991","46,376","257,710"," 1/6"
"71","Lakeland","564981-G05","564981","MADISON MAIN OFFICE","CARRIER ANNEX","205 CORPORATE DR","DANE","MADISON","WI","53714-9999","Active","Owned","1438523","Y19129","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","","27,281","167,800"," 1/6"
"72","Lakeland","565170-G01","565170","MARSHFIELD","MAIN OFFICE","202 S CHESTNUT AVE","WOOD","MARSHFIELD","WI","54449-9998","Active","Owned","1371978","Y17637","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1931","42,520","40,502","1    "
"73","Lakeland","565230-G01","565230","MAYVILLE","MAIN OFFICE","7 N SCHOOL ST","DODGE","MAYVILLE","WI","53050-9998","Active","Owned","1372257","Y17644","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1940","7,696","4,849","1 3/5"
"74","Lakeland","565300-G01","565300","MENASHA","MAIN OFFICE","84 RACINE ST","WINNEBAGO","MENASHA","WI","54952-9998","Active","Owned","1372686","Y17656","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","28,970","36,400"," 4/5"
"75","Northland","565320-G01","565320","MENOMONIE","MAIN OFFICE","235 MAIN ST E","WAUKESHA","MENOMONIE","WI","54751-2568","Active","Owned","1372717","Y17659","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1915","14,128","32,660"," 3/7"
"76","Lakeland","565340-G01","565340","MERRILL","MAIN OFFICE","430 E 2ND ST","LINCOLN","MERRILL","WI","54452-9998","Active","Owned","1438331","Y17662","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1917","11,115","11,779"," 8/9"
"77","Lakeland","565482-G11","565482","MILWAUKEE","AMF","5500 S HOWELL AVE","MILWAUKEE","MILWAUKEE","WI","53207-6127","Active","Owned","1438296","Y16883","Post Office","Station","USPS Building, Const. by USPS","Land Data on separate record","USPS","Yes","4/1/1987","13,379","94,565"," 1/7"
"78","Lakeland","565480-G23","563425","MILWAUKEE","GREENFIELD BRANCH","7353 W FOREST HOME AVE","MILWAUKEE","MILWAUKEE","WI","53220-3356","Active","Owned","1438318","Y17381","Post Office","Branch","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","11/1/1964","10,972","46,300"," 1/4"
"79","Lakeland","565480-G01","562355","MILWAUKEE","MARTIN L KING STATION","2650 N DR MARTIN LUTHER KING DR","MILWAUKEE","MILWAUKEE","WI","53212-9998","Active","Owned","1361276","Y17210","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938","17,738","27,000"," 2/3"
"80","Lakeland","565480-G96","565375","MILWAUKEE","MID CITY STATION","3421 W VLIET ST","MILWAUKEE","MILWAUKEE","WI","53208-9998","Active","Owned","1372916","Y17666","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","10/1/1965","9,492","28,500"," 1/3"
"81","Lakeland","565480-G21","566045","MILWAUKEE","NORTH MILWAUKEE STATION","5995 N TEUTONIA AVE","MILWAUKEE","MILWAUKEE","WI","53209-9998","Active","Owned","1375384","Y18243","Post Office","Station","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1998","39,721","103,179"," 3/8"
"82","Lakeland","565480-G07","566055","MILWAUKEE","NORTH SHORE BRANCH","5651 N LYDELL AVE","MILWAUKEE","MILWAUKEE","WI","53217-4504","Active","Owned","1438336","Y17760","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1980","24,003","81,250"," 2/7"
"83","Lakeland","565480-G03","567585","MILWAUKEE","SHOREWOOD BR","1620 E CAPITOL DR","MILWAUKEE","MILWAUKEE","WI","53211-9998","Active","Owned","1438346","Y17981","Post Office","Finance Branch","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","11/1/1937","9,682","25,530"," 3/8"
"84","Lakeland","565480-G22","567585","MILWAUKEE","SHOREWOOD CARRIER ANNEX","3600 N HOLTON ST","MILWAUKEE","MILWAUKEE","WI","53212-1663","Active","Owned","1433134","2192","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/2001","34,133","84,123"," 2/5"
"85","Lakeland","565480-G06","568715","MILWAUKEE","WAUWATOSA BRANCH","1655 N MAYFAIR RD","MILWAUKEE","MILWAUKEE","WI","53226-3018","Active","Owned","1438402","Y18278","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1977","36,960","130,460"," 2/7"
"86","Lakeland","565480-G05","568765","MILWAUKEE","WEST ALLIS BRANCH","7440 W GREENFIELD AVE","MILWAUKEE","MILWAUKEE","WI","53214-4613","Active","Owned","1438403","Y18285","Post Office","Branch","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1940","17,166","18,000","1"
"87","Lakeland","565480-G13","568830","MILWAUKEE","WEST MILWAUKEE BRANCH","4300 W LINCOLN AVE","MILWAUKEE","MILWAUKEE","WI","53219-5012","Active","Owned","1438404","Y18291","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","9/1/1991","28,363","261,361"," 1/9"
"88","Lakeland","565500-G01","565500","MINERAL POINT","MAIN OFFICE","269 HIGH ST","IOWA","MINERAL POINT","WI","53565-9998","Active","Owned","1373298","Y17683","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","7/1/1925","3,230","13,224"," 1/4"
