"","Owned.Area...Building.Inventory.2","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22"
"13","Detroit","250280-G08","250280","ANN ARBOR","MAIN OFFICE","2075 W STADIUM BLVD","WASHTENAW","ANN ARBOR","MI","48103-9998","Active","Owned","1353102","Y11351","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","11/1/1954","54,782","156,413"," 1/3"
"14","Detroit","250280-G11","250285","ANN ARBOR","VMF","2075 W STADIUM BLVD","WASHTENAW","ANN ARBOR","MI","48103-9993","Active","Owned","1438501","Y18728","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","","3,962","9,984"," 2/5"
"15","Detroit","250520-G01","250520","BAD AXE","MAIN OFFICE","133 N HANSELMAN ST","HURON","BAD AXE","MI","48413-9998","Active","Owned","1353846","Y11390","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1919","6,404","16,592"," 3/8"
"16","Greater Michigan","250680-G01","250680","BATTLE CREEK","MAIN OFFICE","90 MCCAMLY ST S","CALHOUN","BATTLE CREEK","MI","49016-9000","Active","Owned","1354207","Y11406","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","9/1/1968","42,332","153,750"," 2/7"
"17","Greater Michigan","250690-G01","250690","BAY CITY","MAIN OFFICE","1000 WASHINGTON AVE","BAY","BAY CITY","MI","48708-9998","Active","Owned","1354234","Y11408","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1933","81,828","65,300","1 1/4"
"18","Greater Michigan","250780-G01","250780","BELDING","MAIN OFFICE","201 E MAIN ST","IONIA","BELDING","MI","48809-9998","Active","Owned","1354462","Y11423","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","10/1/1933","6,916","20,460"," 1/3"
"19","Detroit","250800-G01","250800","BELLEVILLE","MAIN OFFICE","45601 S INTERSTATE 94 SERVICE DR","WAYNE","BELLEVILLE","MI","48111-9998","Active","Owned","1354526","Y11425","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","2/1/1991","18,967","170,455"," 1/9"
"20","Greater Michigan","250820-G02","250820","BELMONT","MAIN OFFICE","6220 BELMONT AVE NE","KENT","BELMONT","MI","49306-9600","Active","Owned","1354577","Y11428","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1996","5,596","35,453"," 1/6"
"21","Greater Michigan","250860-G01","250860","BENTON HARBOR","MAIN OFFICE","525 RIVERVIEW DR","BERRIEN","BENTON HARBOR","MI","49022-9998","Active","Owned","1354687","Y11430","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","2/1/1970","28,364","121,168"," 2/9"
"22","Greater Michigan","250930-G01","250930","BESSEMER","MAIN OFFICE","212 S SOPHIE ST","GOGEBIC","BESSEMER","MI","49911-9998","Active","Owned","1354796","Y11444","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","10/1/1958","2,226","4,911"," 4/9"
"23","Greater Michigan","250950-G01","250950","BIG BAY","MAIN OFFICE","505 HOFFMAN ST","MARQUETTE","BIG BAY","MI","49808-9800","Active","Owned","1354892","Y11449","Post Office","Part Time Post Office (PTPO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","4/1/1957","480","3,680"," 1/8"
"24","Greater Michigan","250960-G02","250960","BIG RAPIDS","CARRIER ANNEX","826 DIVISION ST","MECOSTA","BIG RAPIDS","MI","49307-2230","Active","Owned","1463145","16373","Post Office","Finance Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/2000","12,111","66,634"," 1/6"
"25","Greater Michigan","250960-G01","250960","BIG RAPIDS","MAIN OFFICE","301 MAPLE ST","MECOSTA","BIG RAPIDS","MI","49307-9998","Active","Owned","1354924","Y11450","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1915","7,312","22,500"," 1/3"
"26","Detroit","250980-G02","250980","BIRMINGHAM","MAIN OFFICE","1221 BOWERS ST","OAKLAND","BIRMINGHAM","MI","48012-9998","Active","Owned","1355012","Y11454","Post Office","Main Post Office","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1990","27,627","127,630"," 2/9"
"27","Detroit","251040-G01","251040","BLISSFIELD","MAIN OFFICE","302 S LANE ST","LENAWEE","BLISSFIELD","MI","49228-9998","Active","Owned","1355158","Y11460","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938","6,848","19,008"," 3/8"
"28","Detroit","251050-G02","251050","BLOOMFIELD HILLS","CARRIER ANNEX","2050 SOUTH BLVD","OAKLAND","BLOOMFIELD HILLS","MI","48304-9998","Active","Owned","1355176","Y11463","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","12/1/1996","26,382","221,655"," 1/8"
"29","Greater Michigan","251060-G01","251060","BLOOMINGDALE","MAIN OFFICE","110 CHESTNUT ST","VAN BUREN","BLOOMINGDALE","MI","49026-5112","Active","Owned","1355192","Y11469","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","7/1/1988","2,022","214,650"," 0/1"
"30","Greater Michigan","251060-G01","251060","BLOOMINGDALE","MAIN OFFICE","110 CHESTNUT ST","VAN BUREN","BLOOMINGDALE","MI","49026-5112","Active","Owned","1457810","15355","Post Office","Village Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","7/1/1988","2,022","214,650"," 0/1"
"31","Greater Michigan","251090-G01","251090","BOYNE CITY","MAIN OFFICE","301 WATER ST","CHARLEVOIX","BOYNE CITY","MI","49712-9998","Active","Owned","1355584","Y11474","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1932","8,047","16,099"," 1/2"
"32","Detroit","251220-G01","251220","BRIGHTON","MAIN OFFICE","100 ORNDORF DR","LIVINGSTON","BRIGHTON","MI","48116-9998","Active","Owned","1355856","Y11509","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1993","22,966","194,278"," 1/8"
"33","Greater Michigan","251260-G01","251260","BRONSON","MAIN OFFICE","220 E CHICAGO ST","BRANCH","BRONSON","MI","49028-9998","Active","Owned","1355980","Y11517","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1941","8,680","25,245"," 1/3"
"34","Detroit","251270-G02","251270","BROOKLYN","MAIN POST OFFICE","235 N MAIN ST","JACKSON","BROOKLYN","MI","49230-9998","Active","Owned","1356026","Y11518","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","4/1/1997","6,173","62,274"," 0/1"
"35","Greater Michigan","251320-G01","251320","BUCHANAN","MAIN OFFICE","112 W FRONT ST","BERRIEN","BUCHANAN","MI","49107-9998","Active","Owned","1356195","Y11542","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1940","5,390","214,650"," 0/1"
"36","Greater Michigan","251420-G01","251420","CADILLAC","MAIN OFFICE","118 E HARRIS ST","WEXFORD","CADILLAC","MI","49601-9998","Active","Owned","1356575","Y11563","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","5/1/1915","12,192","32,443"," 3/8"
"37","Greater Michigan","251440-G01","251440","CALEDONIA","MAIN OFFICE","9339 CHERRY VALLEY AVE SE","KENT","CALEDONIA","MI","49316-9506","Active","Owned","1356612","Y11565","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","8/1/1996","6,475","46,950"," 1/7"
"38","Greater Michigan","251450-G01","251450","CALUMET","MAIN OFFICE","201 6TH ST","HOUGHTON","CALUMET","MI","49913-9998","Active","Owned","1356668","Y11566","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1939","16,633","21,600"," 7/9"
"39","Greater Michigan","251530-G01","251530","CARO","MAIN OFFICE","210 W LINCOLN ST","WABASHA","CARO","MI","48723-9998","Active","Owned","1357074","Y11580","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","No","6/1/1939","5,896","20,010"," 2/7"
"40","Greater Michigan","251770-G03","251770","CHARLEVOIX","MAIN POST OFFICE","6700 M 66 N","CHARLEVOIX","CHARLEVOIX","MI","49720-9623","Active","Owned","1357687","Y11618","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1997","10,635","108,682"," 0/1"
"41","Greater Michigan","251780-G01","251780","CHARLOTTE","MAIN OFFICE","117 W LOVETT ST","EATON","CHARLOTTE","MI","48813-9998","Active","Owned","1357695","Y11619","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1918","8,616","15,400"," 5/9"
"42","Greater Michigan","251800-G02","251800","CHASSELL","MAIN OFFICE","41951 WILSON MEMORIAL DR","HOUGHTON","CHASSELL","MI","49916-9021","Active","Owned","1357721","Y11621","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","7/1/1962","2,428","8,700"," 2/7"
"43","Greater Michigan","251820-G01","251820","CHEBOYGAN","MAIN OFFICE","200 N MAIN ST","CHEBOYGAN","CHEBOYGAN","MI","49721-9998","Active","Owned","1357760","Y11623","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1926","8,724","22,522"," 3/8"
"44","Detroit","258970-G02","258970","CHINA TOWNSHIP","CARRIER ANNEX","3080 KING RD","ST. CLAIR","CHINA","MI","48054-9998","Active","Owned","1443192","7270","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/2001","6,094","201,247"," 0/1"
"45","Greater Michigan","251870-G01","251870","CLARE","MAIN OFFICE","111 W 5TH ST","CLARE","CLARE","MI","48617-1497","Active","Owned","1358131","Y11641","Post Office","Main Post Office","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","7,404","22,704"," 1/3"
"46","Detroit","251890-G01","251890","CLARKSTON","CARRIER ANNEX","5886 S MAIN ST","OAKLAND","CLARKSTON","MI","48346-9998","Active","Owned","1358201","Y19179","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/1976","15,127","77,400"," 1/5"
"47","Detroit","251910-G01","251910","CLAWSON","MAIN OFFICE","345 N MAIN ST","OAKLAND","CLAWSON","MI","48017-9998","Active","Owned","1358229","Y11645","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","7/1/1966","5,949","34,848"," 1/6"
"48","Greater Michigan","252020-G01","252020","COLOMA","MAIN OFFICE","201 N WEST ST","BERRIEN","COLOMA","MI","49038-8407","Active","Owned","1358716","Y11667","Post Office","Administrative Post Office (APO)","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","No","6/1/1970","4,144","21,101"," 1/5"
"49","Greater Michigan","252130-G01","252130","COOPERSVILLE","MAIN OFFICE","314 CENTER ST","OTTAWA","COOPERSVILLE","MI","49404-9998","Active","Owned","1359185","Y11691","Post Office","Administrative Post Office (APO)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","No","6/1/1984","3,360","21,101"," 1/6"
"50","Greater Michigan","252280-G01","252280","CRYSTAL FALLS","MAIN OFFICE","501 SUPERIOR AVE","IRON","CRYSTAL FALLS","MI","49920-1443","Active","Owned","1359958","Y11710","Post Office","Administrative Post Office (APO)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1937","7,549","22,500"," 1/3"
"51","Greater Michigan","252340-G01","252340","DAFTER","MAIN POST OFFICE","3082 W 10 MILE RD","CHIPPEWA","DAFTER","MI","49724-9520","Active","Owned","1360144","Y11717","Post Office","Remotely Managed Post Office (RMPO)","USPS Building, Not Prev. Leased","USPS Land, Prev. Leased","USPS","No","6/1/1996","633","43,681"," 0/1"
"52","Detroit","252380-G01","252380","DAVISON","MAIN POST OFFICE","10290 DAVISON RD","GENESEE","DAVISON","MI","48423-9998","Active","Owned","1360364","Y11723","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/2001","20,150","189,050"," 1/9"
"53","Greater Michigan","252500-G03","252500","DE WITT","MAIN OFFICE","901 S BRIDGE ST","CLINTON","DEWITT","MI","48820-8820","Active","Owned","1360791","Y11747","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","8/1/2001","15,304","123,709"," 1/8"
"54","Detroit","252400-G06","252401","DEARBORN","FT DEARBORN CARRIER ANNEX","22599 VAN BORN RD","WAYNE","DEARBORN","MI","48124-9998","Active","Owned","1438542","Y19222","Post Office","Carrier Annex (ANX)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","9/1/1999","27,000","112,499"," 1/4"
"55","Detroit","252400-G07","252400","DEARBORN","MAIN OFFICE","3800 GREENFIELD RD","WAYNE","DEARBORN","MI","48120-9998","Active","Owned","1360456","Y11725","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","10/1/1968","45,340","119,628"," 3/8"
"56","Detroit","252400-G08","252400","DEARBORN","MELVINDALE BRANCH","17081 ALLEN RD","WAYNE","MELVINDALE","MI","48122-9998","Active","Owned","1437903","Y12352","Post Office","Finance Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","11/1/1999","5,025","46,600"," 1/9"
"57","Detroit","252400-G09","252402","DEARBORN","VMF","3800 GREENFIELD RD","ALCONA","DEARBORN","MI","48120-1206","Active","Owned","1438502","Y18729","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","","26,081","61,627"," 3/7"
"58","Detroit","252405-G01","252405","DEARBORN HEIGHTS","MAIN OFFICE","26200 FORD RD","WAYNE","DEARBORN HEIGHTS","MI","48127-9998","Active","Owned","1360458","Y11726","Post Office","Main Post Office","USPS Building, Const. by USPS","USPS Land, Prev. Leased","USPS","Yes","9/1/1991","18,792","113,521"," 1/6"
"59","Greater Michigan","252470-G02","252470","DELTON","MAIN POST OFFICE","10155 S M 43 HWY","BARRY","DELTON","MI","49046-9998","Active","Owned","1360647","Y11736","Post Office","Administrative Post Office (APO)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1994","4,345","53,946"," 0/1"
"60","Detroit","252501-G01","252501","DETROIT","BRIGHTMOOR STATION","20615 FENKELL ST","WAYNE","DETROIT","MI","48223-9998","Active","Owned","1355852","Y11508","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1999","18,884","152,000"," 1/8"
"61","Detroit","252502-G01","252502","DETROIT","COLLEGE PARK STA NEW","20501 LIVERNOIS AVE","WAYNE","DETROIT","MI","48221-9998","Active","Owned","1358659","Y11666","Post Office","Station","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","7/1/1978","24,108","103,900"," 2/9"
"62","Detroit","252503-G01","252503","DETROIT","FENKELL STATION","2720 FENKELL ST","WAYNE","DETROIT","MI","48238-9998","Active","Owned","1363300","Y11865","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","2/1/1954","15,554","23,572"," 2/3"
"63","Detroit","252490-G04","252490","DETROIT","FERNDALE BR","22681 WOODWARD AVE","WAYNE","FERNDALE","MI","48220-9998","Active","Owned","1437843","Y11870","Post Office","Finance Branch","USPS Building, Not Prev. Leased","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1937","9,152","28,500"," 1/3"
"64","Detroit","252504-G01","252504","DETROIT","FOX CREEK","12711 E JEFFERSON AVE","WAYNE","DETROIT","MI","48230-9998","Active","Owned","1363937","Y11905","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1976","14,182","127,345"," 1/9"
"65","Detroit","252490-G30","252490","DETROIT","GRAND RIVER","4744 GRAND RIVER AVE","WAYNE","DETROIT","MI","48208-9998","Active","Owned","1365334","Y11980","Post Office","Finance Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","5/1/1970","8,782","17,824"," 1/2"
"66","Detroit","252506-G01","252506","DETROIT","GRATIOT STATION","3434 CHENE ST","WAYNE","DETROIT","MI","48207-9998","Active","Owned","1365450","Y11990","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","7/1/1960","9,492","18,409"," 1/2"
"67","Detroit","252490-G53","252507","DETROIT","GROSSE POINT BRANCH","18640 MACK AVE","WAYNE","GROSSE POINTE FARMS","MI","48236-9998","Active","Owned","1437854","Y12011","Post Office","Branch","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","1/1/1992","14,616","19,950"," 3/4"
"68","Detroit","252528-G01","252528","DETROIT","HAMTRAMCK CARRIER ANNEX","14600 DEQUINDRE ST","WAYNE","DETROIT","MI","48212-1500","Active","Owned","1366116","2133","Post Office","Carrier Annex (ANX)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","7/1/2001","13,500","116,158"," 1/9"
"69","Detroit","252528-G02","252528","DETROIT","HAMTRAMCK RETAIL","2933 CANIFF ST","WAYNE","HAMTRAMCK","MI","48212-9998","Active","Owned","1437858","Y12028","Post Office","Finance Branch","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1936","9,479","13,664"," 5/7"
"70","Detroit","252511-G01","252511","DETROIT","HIGHLAND PARK BR","13215 WOODWARD AVE","WAYNE","HIGHLAND PARK","MI","48203-9998","Active","Owned","1437863","Y12073","Post Office","Branch","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1940","20,436","52,800"," 3/8"
"71","Detroit","252512-G01","252512","DETROIT","JEFFERSON STATION","10721 E JEFFERSON AVE","WAYNE","DETROIT","MI","48214-9998","Active","Owned","1368357","Y12142","Post Office","Station","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1940","15,741","39,195"," 2/5"
"72","Detroit","252513-G01","252513","DETROIT","JOYFIELD STATION","16500 JOY RD","WAYNE","DETROIT","MI","48228-9998","Active","Owned","1368572","Y12149","Post Office","Station","USPS Building, Const. by USPS","USPS Land, Transferred","USPS","Yes","6/1/1973","12,001","72,024"," 1/6"
"73","Detroit","252516-G01","252516","DETROIT","MT ELLIOTT STATION","5511 E 7 MILE RD","WAYNE","DETROIT","MI","48234-9998","Active","Owned","1373985","Y12414","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","12/1/1958","8,884","38,610"," 2/9"
"74","Detroit","252491-G01","252491","DETROIT","NDC","17500 OAKWOOD BLVD STE 2","WAYNE","ALLEN PARK","MI","48101-9751","Active","Owned","1360762","Y11741","Network Facilities","Network Distribution Center (NDC/ASF)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1975","391,952","2,069,971"," 1/5"
"75","Detroit","252491-G01","252491","DETROIT","NDC","17500 OAKWOOD BLVD STE 2","WAYNE","ALLEN PARK","MI","48101-9751","Active","Owned","1445490","10259","Administrative Office","Postal Inspection Service Field Division (USPIS)","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","10/1/1975","391,952","2,069,971"," 1/5"
"76","Detroit","252519-G01","252519","DETROIT","OAK PARK BRANCH","14200 W 8 MILE RD","WAYNE","OAK PARK","MI","48237-9998","Active","Owned","1437921","Y12496","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","6/1/1993","21,489","248,873"," 0/1"
"77","Detroit","252492-G22","252492","DETROIT","P & DC","1401 W FORT ST RM M220","WAYNE","DETROIT","MI","48233-9706","Active","Owned","1000027","8224","Administrative Office","Consumer Affairs Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1961","884,916","311,220","2 5/6"
"78","Detroit","252492-G22","252492","DETROIT","P & DC","1401 W FORT ST RM M220","WAYNE","DETROIT","MI","48233-9706","Active","Owned","1433482","3440","Administrative Office","Postal Inspection Service Field Division (USPIS)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1961","884,916","311,220","2 5/6"
"79","Detroit","252492-G22","252492","DETROIT","P & DC","1401 W FORT ST RM M220","WAYNE","DETROIT","MI","48233-9706","Active","Owned","1437826","Y11742","Post Office","Main Post Office","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1961","884,916","311,220","2 5/6"
"80","Detroit","252492-G22","252492","DETROIT","P & DC","1401 W FORT ST RM M220","WAYNE","DETROIT","MI","48233-9706","Active","Owned","1438520","Y18771","Administrative Office","District Administrative Office (DM)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1961","884,916","311,220","2 5/6"
"81","Detroit","252492-G22","252492","DETROIT","P & DC","1401 W FORT ST RM M220","WAYNE","DETROIT","MI","48233-9706","Active","Owned","1441312","Y11740","Mail Processing","Processing and Distribution Center/Facility (PDC/PDF)","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","3/1/1961","884,916","311,220","2 5/6"
"82","Detroit","252521-G01","252521","DETROIT","PARK GROVE STATION","14461 E 7 MILE RD","WAYNE","DETROIT","MI","48205-9998","Active","Owned","1376799","Y12550","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","1/1/1963","10,600","29,398"," 3/8"
"83","Detroit","252524-G01","252524","DETROIT","RIVER ROUGE BR","235 BURKE ST","WAYNE","RIVER ROUGE","MI","48218-9998","Active","Owned","","","","","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","6/1/1938","4,755","16,848"," 2/7"
"84","Detroit","252490-G75","252490","DETROIT","RIVER ROUGE BRANCH","10455 W JEFFERSON AVE","WAYNE","RIVER ROUGE","MI","48218-9998","Active","Owned","1437936","Y12666","Post Office","Branch","USPS Building, Const. by USPS","USPS Land, Not Prev. Leased","USPS","Yes","","8,077","116,305"," 0/1"
"85","Detroit","252490-G74","252490","DETROIT","SEVEN OAKS","17625 W 7 MILE RD","WAYNE","DETROIT","MI","48235-9998","Active","Owned","1381243","Y12763","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/2006","14,000","36,580"," 3/8"
"86","Detroit","252526-G01","252526","DETROIT","SPRINGWELL STATION","1901 SPRINGWELLS ST","WAYNE","DETROIT","MI","48209-9998","Active","Owned","1382634","Y12825","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","7/1/1960","6,423","15,420"," 3/7"
"87","Detroit","252527-G01","252527","DETROIT","STRATHMOOR STATION","13426 SCHAEFER HWY","WAYNE","DETROIT","MI","48227-9998","Active","Owned","1383745","Y12945","Post Office","Station","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","Yes","6/1/1992","15,170","59,210"," 1/4"
"88","Detroit","252496-G01","252496","DETROIT","VMF","1770 14TH ST","WAYNE","DETROIT","MI","48216-1840","Active","Owned","1438504","Y18731","Vehicle Maintenance","Vehicle Maintenance Facility (VMF)","USPS Building, Transferred","USPS Land, Transferred","USPS","Yes","5/1/1941","121,421","58,180","2    "
"89","Detroit","252490-G26","252490","DETROIT","WEST SIDE GARAGE","10325 LYNDON","WAYNE","DETROIT","MI","48238-9998","Active","Owned","","","","","USPS Building, Prev. Leased","USPS Land, Prev. Leased","USPS","No","11/1/1951","24,144","41,775"," 4/7"
